,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.34,0.46,0.23,0.3,0.84,0.86,0.23,0.5,0.91,0.8,0.09,0.98,0.21,0.94
flylinkdc.csv,0.54,0.42,0.29,0.32,0.85,0.58,0.23,0.57,1.0,0.72,0.07,0.98,0.28,0.77
grisbi.csv,0.31,0.4,0.23,0.3,0.77,0.59,0.21,0.47,0.97,0.71,0.11,0.96,0.22,0.77
jaolt.csv,0.42,0.4,0.25,0.19,0.86,0.59,0.21,0.48,0.93,0.8,0.11,0.97,0.27,0.77
maidsafe-dht.csv,0.48,0.51,0.43,0.26,0.85,0.59,0.29,0.49,0.98,0.82,0.0,1.0,0.08,0.82
mimosa.csv,0.36,0.39,0.22,0.33,0.74,0.63,0.22,0.76,0.85,0.69,0.11,0.95,0.18,0.66
n2cms.csv,0.33,0.67,0.29,0.23,0.9,0.73,0.26,0.49,0.94,0.82,0.12,0.97,0.21,0.86
nassp.csv,0.52,0.53,0.36,0.38,0.89,0.57,0.43,0.39,1.0,0.87,0.0,0.96,0.77,0.81
nug.csv,0.39,0.41,0.13,0.54,0.75,0.67,0.18,0.47,0.0,0.7,0.08,0.98,0.19,0.7
quantlib.csv,0.27,0.0,1.0,0.31,0.78,0.33,0.21,0.0,0.82,0.0,0.0,0.0,0.38,0.0
red5.csv,0.33,0.39,0.22,0.35,0.77,0.78,0.21,0.47,0.76,0.74,0.1,0.99,0.21,0.82
super-tux.csv,0.25,0.41,0.25,0.35,0.76,0.69,0.26,0.35,0.75,0.73,0.11,1.0,0.2,0.81
tcvp.csv,0.33,0.5,0.5,0.0,0.75,1.0,0.0,0.0,0.0,0.5,0.3,1.0,0.0,0.67
zxing.csv,0.39,0.47,0.24,0.25,0.85,0.74,0.26,0.45,0.94,0.81,0.06,0.98,0.21,0.91
