,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.02,0.29,0.31,0.66,0.29,0.07,0.12,0.24,0.17,0.16,0.22,0.46,0.63,0.03,0.83,0.93,0.72,0.11
bacula.csv,0.51,0.59,0.49,0.28,0.66,0.67,0.24,0.49,0.34,0.63,0.56,0.46,0.9,0.61,0.97,0.65,0.87,0.91
blue-c.csv,0.59,0.78,0.4,0.15,0.58,0.83,0.12,0.72,0.75,0.59,0.78,0.54,0.88,0.67,1.0,0.6,0.93,0.49
enlightenment.csv,0.39,0.99,0.97,1.0,0.99,0.34,0.96,1.0,0.59,1.0,1.0,0.92,1.0,0.29,0.99,1.0,1.0,1.0
fltk.csv,0.35,0.29,0.26,0.32,0.62,0.5,0.28,0.54,0.26,0.27,0.33,0.75,0.86,0.41,0.94,0.56,0.8,0.87
freewrl.csv,0.86,0.63,0.74,0.09,0.59,0.87,0.52,0.99,0.87,0.48,0.67,0.33,0.65,0.94,0.67,0.91,0.6,0.62
genecys.csv,0.96,0.98,0.77,0.98,0.6,0.71,0.56,0.8,0.99,0.92,0.67,0.33,1.0,0.94,1.0,0.98,0.84,0.51
genoviz.csv,0.04,0.01,0.03,0.0,0.19,0.01,0.0,0.02,0.0,0.01,0.11,0.0,0.18,0.08,0.0,0.15,0.18,0.09
gzigzag.csv,0.24,0.24,0.37,0.28,0.3,0.03,0.0,0.16,0.34,0.2,0.33,0.33,0.53,0.3,0.58,0.51,0.19,0.69
jparsec.csv,0.88,0.62,0.8,0.49,0.68,0.99,1.0,0.94,0.93,0.71,0.33,0.04,0.78,0.99,0.29,0.27,0.46,0.87
lportal.csv,0.02,0.03,0.0,0.0,0.02,0.07,0.0,0.01,0.06,0.01,0.0,0.0,0.25,0.16,0.01,0.07,0.18,0.07
ogrehg.csv,0.41,0.45,0.26,0.13,0.48,0.16,0.0,0.19,0.38,0.23,0.33,0.29,0.78,0.43,0.94,0.53,0.67,0.69
patterntesting.csv,0.8,0.71,0.86,0.19,0.87,0.91,0.56,0.95,0.99,0.75,0.89,0.92,0.94,0.7,1.0,0.93,0.85,0.76
pfaedit.csv,0.0,0.26,0.11,0.06,0.49,0.09,0.2,0.3,0.01,0.24,0.44,0.29,0.29,0.01,0.2,0.2,0.44,0.47
pgui.csv,0.39,0.0,0.0,1.0,0.87,0.0,0.88,0.62,0.0,0.0,1.0,1.0,0.39,0.26,0.94,0.98,0.0,1.0
roller.csv,0.98,0.97,0.69,0.13,0.78,0.96,0.84,0.99,0.99,0.87,1.0,0.38,0.25,0.94,0.46,0.4,0.62,0.89
sylpheed-claws.csv,0.63,0.76,0.97,0.3,0.72,0.74,1.0,1.0,0.29,0.94,1.0,0.17,0.73,0.5,0.46,0.76,0.61,0.91
xbg.csv,0.39,0.16,0.0,0.51,0.16,0.26,0.08,0.18,0.49,0.13,0.22,0.0,0.12,0.32,0.0,0.22,0.13,0.02
