,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.42,0.51,0.42,0.39,0.41,0.61,0.35,0.5,0.4,0.41,0.37,0.44,0.42,0.43
flylinkdc.csv,0.52,0.44,0.47,0.37,0.48,0.41,0.35,0.43,0.42,0.44,0.52,0.47,0.54,0.45
grisbi.csv,0.4,0.43,0.43,0.36,0.43,0.31,0.37,0.37,0.32,0.36,0.36,0.45,0.36,0.36
jaolt.csv,0.56,0.55,0.46,0.33,0.46,0.44,0.38,0.41,0.36,0.44,0.86,0.45,0.58,0.41
maidsafe-dht.csv,0.77,0.6,0.56,0.32,0.44,0.32,0.55,0.38,0.31,0.36,0.55,0.54,0.54,0.34
mimosa.csv,0.56,0.38,0.48,0.39,0.61,0.34,0.41,0.58,0.56,0.42,0.37,0.51,0.43,0.51
n2cms.csv,0.39,0.55,0.41,0.34,0.49,0.69,0.34,0.41,0.28,0.46,0.81,0.46,0.47,0.36
nassp.csv,0.95,0.91,0.9,0.6,0.61,0.89,0.53,0.93,0.93,0.93,0.0,0.57,0.93,0.91
nug.csv,0.96,0.49,0.88,0.5,0.5,0.48,0.57,0.88,0.5,0.59,0.94,0.95,0.88,0.54
quantlib.csv,0.36,0.96,0.5,0.37,0.67,0.88,0.35,0.94,0.35,0.8,0.0,0.0,0.6,0.75
red5.csv,0.41,0.39,0.39,0.39,0.43,0.44,0.38,0.36,0.57,0.34,0.35,0.41,0.37,0.37
super-tux.csv,0.37,0.57,0.43,0.45,0.45,0.44,0.47,0.45,0.47,0.35,0.36,0.43,0.36,0.33
tcvp.csv,0.75,0.83,0.5,0.0,0.94,0.5,0.67,0.0,0.0,0.5,0.74,0.0,0.67,0.67
zxing.csv,0.44,0.53,0.36,0.31,0.44,0.82,0.36,0.38,0.42,0.44,0.69,0.47,0.76,0.4
