,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.23,0.74,0.69,0.52,0.47,0.57,0.4,0.65,0.76,0.83,0.44,0.69,0.29
ftm.csv,0.79,0.5,0.76,0.39,0.62,0.58,0.57,0.55,0.29,0.21,0.54,0.9,0.85
google-web-toolkit.csv,0.08,0.26,0.62,0.13,0.24,0.98,0.28,0.35,0.12,0.31,0.11,0.38,0.71
gzigzag.csv,0.74,0.12,0.97,0.16,0.27,0.27,0.34,0.32,0.06,0.08,0.07,0.43,0.21
illumination.csv,0.1,0.14,0.07,0.19,0.36,0.32,0.15,0.48,0.88,0.02,0.48,0.3,0.26
jcache.csv,0.28,0.69,0.69,0.65,0.47,0.65,0.61,0.72,0.47,0.83,0.75,0.11,1.0
moast.csv,0.03,0.02,0.14,0.03,0.06,0.07,0.07,0.02,0.0,0.99,0.03,0.02,0.06
nativeclient.csv,0.67,0.4,0.66,0.39,0.68,0.71,0.73,0.72,0.59,0.1,0.97,0.64,0.68
ns-3-dev-def-routing.csv,0.21,0.84,0.21,0.39,0.2,0.17,0.96,0.35,0.12,0.68,0.29,0.28,0.29
openfrag.csv,0.95,0.72,0.66,0.61,0.94,0.83,0.78,0.72,0.71,0.98,0.8,0.87,0.76
qdvdauthor.csv,0.59,0.68,0.28,0.13,0.64,0.36,0.6,0.98,0.53,0.46,0.76,0.13,0.32
sauerbraten.csv,0.97,0.43,0.41,0.48,0.29,0.25,0.35,0.22,0.12,0.88,0.16,0.44,0.21
zoolib.csv,0.36,0.02,0.1,0.84,0.06,0.05,0.07,0.05,0.0,0.07,0.04,0.1,0.06
