,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.32,0.8,0.34,0.15,0.49,0.56,0.38,0.67,0.41,0.88,0.48,0.54,0.27
ftm.csv,0.74,0.33,0.45,0.2,0.67,0.61,0.53,0.66,0.24,0.32,0.59,0.94,0.78
google-web-toolkit.csv,0.13,0.23,0.41,0.11,0.35,0.99,0.34,0.49,0.15,0.45,0.18,0.46,0.55
gzigzag.csv,0.73,0.12,0.98,0.16,0.37,0.39,0.38,0.46,0.06,0.15,0.12,0.47,0.33
illumination.csv,0.16,0.17,0.1,0.06,0.42,0.43,0.18,0.56,0.94,0.03,0.51,0.38,0.41
jcache.csv,0.37,0.32,0.4,0.16,0.56,0.64,0.49,0.7,0.26,0.86,0.66,0.19,1.0
moast.csv,0.05,0.03,0.19,0.06,0.11,0.12,0.13,0.05,0.0,0.99,0.06,0.03,0.11
nativeclient.csv,0.68,0.32,0.39,0.14,0.62,0.65,0.55,0.74,0.31,0.18,0.98,0.57,0.52
ns-3-dev-def-routing.csv,0.32,0.41,0.23,0.18,0.31,0.27,0.98,0.47,0.15,0.79,0.41,0.37,0.43
openfrag.csv,0.8,0.35,0.39,0.17,0.96,0.72,0.53,0.73,0.37,0.96,0.69,0.7,0.76
qdvdauthor.csv,0.57,0.43,0.31,0.07,0.71,0.47,0.49,0.98,0.36,0.63,0.66,0.2,0.45
sauerbraten.csv,0.97,0.32,0.33,0.27,0.38,0.35,0.36,0.33,0.1,0.93,0.26,0.48,0.32
zoolib.csv,0.51,0.04,0.17,0.85,0.11,0.09,0.12,0.1,0.0,0.12,0.08,0.17,0.11
