,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.32,0.99,0.86,0.57,0.64,0.61,0.53,0.94,0.62,0.54,0.48,0.63,0.58,0.67,0.88
biodwh.csv,0.41,0.63,0.86,0.44,0.71,0.67,0.8,0.92,0.83,0.38,0.73,0.0,0.54,0.44,0.52
brlcad.csv,0.32,0.62,0.56,0.93,0.83,0.73,0.83,0.94,0.55,0.5,0.91,0.44,0.88,0.0,0.75
delphilhlplib.csv,0.32,0.64,0.38,0.69,0.47,0.45,0.57,0.96,0.42,0.64,0.44,0.4,0.47,0.58,0.57
exordium.csv,0.32,0.59,0.53,0.52,0.6,0.4,0.39,0.69,0.5,0.46,0.38,0.6,0.39,0.4,0.52
fltk.csv,0.33,0.78,0.55,0.55,0.5,0.47,0.55,0.94,0.37,0.4,0.38,0.4,0.57,0.66,0.54
gzigzag.csv,0.3,0.73,0.67,0.7,0.7,0.51,0.67,0.95,0.48,0.43,0.57,0.55,0.74,0.52,0.92
jcache.csv,0.34,0.45,0.38,0.58,0.44,0.4,0.58,0.46,0.38,0.41,0.39,0.4,0.47,0.41,0.33
mimosa.csv,0.34,0.47,0.38,0.68,0.45,0.39,0.52,0.49,0.34,0.55,0.47,0.4,0.4,0.45,0.51
moast.csv,0.91,0.45,0.68,0.78,0.88,0.38,0.68,0.87,0.73,0.37,0.91,0.44,0.34,0.63,0.58
mptvseries.csv,0.35,0.44,0.0,0.75,0.67,0.92,0.48,0.95,0.9,0.53,0.53,0.0,0.83,0.75,0.73
ogre.csv,0.83,0.75,0.51,0.55,0.54,0.43,0.52,0.45,0.42,0.64,0.46,0.42,0.4,0.63,0.4
qdvdauthor.csv,0.68,0.48,0.81,0.5,0.56,0.74,0.42,0.74,0.43,0.62,0.47,0.58,0.63,0.5,0.68
sauerbraten.csv,0.41,0.45,0.55,0.42,0.44,0.45,0.34,0.42,0.36,0.43,0.37,0.41,0.36,0.56,0.41
zxing.csv,0.33,0.74,0.43,0.4,0.5,0.47,0.53,0.74,0.45,0.36,0.35,0.53,0.33,0.4,0.4
