,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.47,0.7,0.47,0.28,0.35,0.4,0.43,0.61,0.62,0.45,0.49,0.64,0.81,0.0,0.7,0.7,0.74,0.5
archive-crawler.csv,0.15,0.07,0.4,0.13,0.3,0.3,0.38,0.96,0.85,0.19,0.4,0.0,0.56,0.13,0.41,0.1,0.28,0.15
customwars.csv,0.34,0.15,0.13,0.05,0.06,0.43,0.13,0.22,0.09,0.16,0.0,0.42,0.12,0.03,0.03,0.2,0.27,0.3
gbif-providertoolkit.csv,0.09,0.04,0.17,0.06,0.1,0.0,0.12,0.13,0.23,0.28,0.29,0.09,0.06,0.13,0.19,0.0,0.18,0.15
gss.csv,0.51,0.51,0.43,0.78,0.22,0.63,0.3,0.52,0.3,0.43,0.66,0.64,0.5,0.9,0.65,0.4,0.74,0.0
heekscad.csv,0.0,0.46,0.73,0.56,0.39,0.51,0.47,0.39,0.72,0.43,0.64,0.55,0.28,0.5,0.24,0.3,0.53,0.35
ikvm.csv,0.51,0.11,0.0,0.33,0.28,0.39,0.25,0.17,0.28,0.3,0.35,0.35,0.16,0.13,0.27,0.3,0.07,0.15
jaxen.csv,0.49,0.06,0.27,0.46,0.09,0.49,0.15,0.0,0.0,0.22,0.38,0.25,0.12,0.57,0.19,0.1,0.1,0.2
jcae.csv,0.06,0.0,0.1,0.0,0.04,0.01,0.05,0.0,0.1,0.09,0.13,0.27,0.0,0.07,0.0,0.0,0.07,0.0
levent.csv,0.23,0.51,0.4,0.39,0.45,0.46,0.66,0.09,0.71,0.54,0.61,0.53,0.72,0.67,0.49,0.4,0.51,0.15
nicepress.csv,0.32,0.14,0.1,0.23,0.15,0.18,0.15,0.35,0.22,0.0,0.17,0.4,0.03,0.1,0.11,0.0,0.12,0.2
pnotepad.csv,0.77,0.69,0.87,0.95,0.62,0.79,0.56,0.39,0.78,0.54,0.86,0.76,0.78,0.97,0.7,0.0,0.92,0.75
qcad2.csv,0.13,0.3,0.2,0.32,0.14,0.55,0.02,0.7,0.39,0.26,0.24,0.64,0.81,0.53,0.24,0.5,0.52,0.45
qedo.csv,0.06,0.11,0.13,0.19,0.25,0.1,0.07,0.0,0.17,0.2,0.02,0.02,0.0,0.07,0.05,0.0,0.0,0.1
quarkplusplus.csv,0.11,0.23,0.53,0.34,0.47,0.22,0.32,0.17,0.7,0.42,0.37,0.38,0.0,0.23,0.22,0.1,0.39,0.0
sigil.csv,0.19,0.27,0.2,0.14,0.25,0.15,0.34,0.26,0.21,0.19,0.47,0.2,0.34,0.3,0.0,0.2,0.19,0.05
xcsoar.csv,0.3,0.01,0.67,0.42,0.23,0.31,0.35,0.26,0.72,0.32,0.51,0.58,0.34,0.4,0.35,0.1,0.54,0.25
xuggle.csv,0.36,0.9,0.57,0.48,0.0,0.25,0.61,0.74,0.06,0.71,0.45,0.67,0.94,0.57,0.57,0.9,0.77,0.65
