,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.38,0.04,0.39,0.09,0.18,0.54,0.23,0.48,0.33,0.2,0.19,0.66,0.48,0.42,0.42,0.35,0.31,0.36,0.36
delphilhlplib.csv,0.71,0.43,0.06,0.34,0.55,0.27,0.34,0.23,0.44,0.49,0.21,0.11,0.39,0.3,0.26,0.24,0.52,0.08,0.62
exordium.csv,0.0,0.33,0.17,0.04,0.0,0.18,0.15,0.0,0.22,0.04,0.0,0.03,0.03,0.02,0.05,0.04,0.24,0.01,0.36
fltk.csv,0.54,0.34,0.06,0.05,0.21,0.35,0.38,0.06,0.11,0.2,0.17,0.04,0.09,0.08,0.11,0.2,0.17,0.11,0.53
genoviz.csv,0.04,0.11,0.33,0.0,0.02,0.04,0.1,0.1,0.0,0.22,0.0,0.0,0.04,0.06,0.11,0.2,0.07,0.22,0.0
gzigzag.csv,0.21,0.13,0.11,0.23,0.23,0.01,0.11,0.26,0.33,0.25,0.26,0.51,0.2,0.02,0.42,0.45,0.0,0.04,0.04
irrlicht.csv,0.88,0.94,0.22,0.84,0.84,0.49,0.58,0.65,0.78,0.02,0.77,0.8,0.78,0.85,0.84,0.71,0.0,0.68,0.47
kmess.csv,0.25,0.26,0.11,0.42,0.5,0.17,0.1,0.45,0.44,0.39,0.34,0.34,0.39,0.43,0.42,0.04,0.72,0.55,0.4
moast.csv,0.17,0.05,0.28,0.16,0.11,0.16,0.17,0.03,0.11,0.08,0.11,0.01,0.01,0.0,0.05,0.18,0.0,0.03,0.36
mptvseries.csv,0.58,1.0,0.39,0.41,0.3,0.2,0.23,0.03,0.33,0.12,0.91,0.04,0.07,0.13,0.32,0.31,0.17,0.08,0.38
nativeclient.csv,0.71,0.6,0.33,0.36,0.64,0.47,0.5,0.35,0.56,0.47,0.53,0.35,0.54,0.38,0.53,0.56,0.28,0.01,0.44
openfrag.csv,0.75,0.86,0.56,0.7,0.5,0.61,0.7,0.45,0.89,0.63,0.72,0.69,0.43,0.04,0.63,0.62,0.66,0.8,0.82
phet.csv,0.58,0.51,0.56,0.6,0.7,0.66,0.0,0.74,0.78,0.67,0.6,0.99,0.98,0.92,0.84,0.71,1.0,0.75,0.47
qdvdauthor.csv,0.42,0.65,0.44,0.5,0.59,0.19,0.21,0.35,0.56,0.57,0.87,0.61,0.36,0.45,0.0,0.71,0.0,0.74,0.11
qse.csv,0.58,0.55,0.28,0.38,0.52,0.58,0.49,0.42,0.89,0.43,0.02,0.35,0.39,0.19,0.47,0.36,0.86,0.28,0.64
sauerbraten.csv,0.04,0.53,0.44,0.43,0.36,0.24,0.3,0.26,0.44,0.39,0.47,0.13,0.1,0.51,0.21,0.27,0.03,0.29,0.4
toped.csv,0.96,0.98,0.39,0.96,0.93,0.09,0.6,0.58,0.0,0.92,0.96,0.55,0.89,0.21,0.74,0.8,0.03,0.98,0.11
truevision.csv,0.62,0.31,0.22,0.19,0.29,0.82,0.44,0.19,0.67,0.2,0.26,0.0,0.19,0.47,0.21,0.36,0.24,0.05,0.93
zoolib.csv,0.25,0.03,0.11,0.08,0.14,0.16,0.23,0.16,0.11,0.16,0.0,0.03,0.0,0.0,0.21,0.18,0.03,0.06,0.13
