,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,37.0,9.0,4.0,0.0,5.0,3.0,0.0,1.0,4.0,5.0,5.0,0.0,4.0,2.0
emeraldemu.csv,104.0,15.0,3.0,4.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0
frogatto.csv,10.0,17.0,3.0,0.0,3.0,1.0,1.0,8.0,14.0,0.0,4.0,0.0,3.0,12.0
grafx2.csv,8.0,31.0,10.0,1.0,1.0,2.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0,4.0
jahshakafx.csv,0.0,20.0,17.0,0.0,8.0,0.0,0.0,2.0,8.0,1.0,0.0,2.0,3.0,14.0
nassp.csv,4.0,4.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
netatalk.csv,1.0,18.0,24.0,0.0,8.0,4.0,1.0,5.0,3.0,2.0,2.0,3.0,0.0,3.0
open-beos.csv,7.0,15.0,3.0,0.0,5.0,0.0,0.0,15.0,1.0,3.0,9.0,6.0,6.0,11.0
psycle.csv,50.0,0.0,71.0,0.0,8.0,12.0,3.0,11.0,11.0,1.0,1.0,7.0,2.0,6.0
quantlib.csv,9.0,35.0,9.0,3.0,7.0,0.0,3.0,2.0,4.0,0.0,0.0,3.0,1.0,0.0
reaper-ecad.csv,63.0,3.0,0.0,0.0,7.0,7.0,0.0,10.0,10.0,2.0,1.0,2.0,1.0,5.0
sbml.csv,48.0,1.0,10.0,0.0,27.0,2.0,3.0,100.0,16.0,80.0,0.0,4.0,2.0,7.0
unimrcp.csv,1.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0
unladen-swallow.csv,12.0,0.0,51.0,3.0,6.0,5.0,3.0,13.0,4.0,2.0,7.0,2.0,1.0,3.0
