,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.41,0.37,0.42,0.23,0.3,0.6,0.14,0.41,0.67,0.62,0.0,0.07
archive-crawler.csv,0.34,0.14,0.06,0.34,0.23,0.24,0.73,0.47,0.22,0.0,0.17,0.39
blue-c.csv,0.68,0.49,0.3,0.28,0.39,0.04,0.26,0.41,0.45,0.49,0.3,0.72
dynalloy.csv,0.24,0.0,0.85,0.43,0.39,0.2,0.18,0.35,0.26,0.62,0.33,0.74
jcae.csv,0.13,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.2,0.07,0.04
kmatplot.csv,0.0,0.38,0.15,0.19,0.43,0.16,0.24,0.04,0.24,0.04,0.07,0.34
mscore.csv,0.42,0.4,0.53,0.47,0.34,0.12,0.0,0.16,0.38,0.65,0.67,0.53
nosleepsoftware.csv,0.02,0.09,0.37,0.02,0.23,0.48,0.25,0.06,0.02,0.15,0.23,0.29
openmalaria.csv,0.54,0.57,0.76,0.43,0.25,0.16,0.42,0.0,0.44,0.62,0.83,0.64
popeye-chess.csv,0.86,0.41,0.24,0.51,0.0,0.08,0.18,0.24,0.56,0.6,0.83,0.44
riff-evolve.csv,0.46,0.41,0.51,0.28,0.23,0.16,0.2,0.31,0.02,0.58,0.53,0.46
virtuoso.csv,0.83,0.97,0.89,1.0,0.14,1.0,0.94,0.96,0.94,0.87,0.73,0.01
