,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.53,0.59,0.45,0.08,0.52,0.7,0.68,0.65,0.31,0.54,0.14,0.29,0.58,0.64,0.14,0.86,0.0,0.64
ardour.csv,0.48,0.82,0.64,0.39,0.5,0.42,0.47,0.7,0.35,0.61,0.5,0.47,0.58,0.75,0.17,0.95,0.58,0.68
bacnet.csv,0.68,0.82,0.6,0.55,0.52,0.78,0.26,0.68,0.35,0.28,0.64,0.46,0.56,0.65,0.42,0.77,0.67,0.11
cortex-vfx.csv,0.38,0.32,0.31,0.58,0.24,0.4,0.34,0.56,0.43,0.39,0.46,0.6,0.58,0.55,0.17,0.77,0.51,0.48
enzo.csv,0.77,0.82,0.91,0.89,0.96,0.79,0.92,0.85,0.89,0.85,0.79,0.89,0.92,0.74,0.64,1.0,0.74,0.91
growl-for-windows.csv,0.51,0.0,0.0,0.11,0.57,0.49,0.89,0.0,0.52,0.03,0.64,0.0,0.5,0.0,0.75,0.09,0.56,0.7
heekscad.csv,0.74,0.61,0.59,0.79,0.48,0.46,0.55,0.7,0.62,0.08,0.68,0.69,0.58,0.78,0.5,1.0,0.81,0.27
minig.csv,0.49,0.5,0.62,0.95,0.67,0.66,0.53,0.49,0.68,0.56,0.46,0.62,0.72,0.49,0.39,0.14,0.79,0.45
multitude.csv,0.82,0.68,0.6,0.74,0.93,0.81,0.97,0.88,0.71,0.93,0.79,0.78,0.75,0.94,0.5,0.86,0.74,0.75
natpad.csv,0.78,0.84,0.7,0.61,0.52,0.85,0.24,0.82,0.38,0.4,0.79,0.55,0.44,0.44,0.44,0.86,0.77,0.21
open-ms.csv,0.29,0.5,0.56,0.24,0.24,0.19,0.39,0.44,0.32,0.15,0.14,0.49,0.61,0.68,0.22,0.77,0.09,0.71
planeshift.csv,0.83,0.91,0.73,1.0,0.93,0.99,0.82,0.99,0.86,0.95,1.0,0.97,0.72,0.92,0.58,0.95,0.79,0.91
rocrail.csv,0.68,0.71,0.69,0.53,0.87,0.42,0.63,0.78,0.62,0.55,0.86,0.64,0.47,0.7,0.53,0.82,0.72,0.7
salasaga.csv,0.69,0.8,0.59,0.5,0.5,0.87,0.24,0.81,0.23,0.24,0.71,0.38,0.47,0.31,0.39,0.64,0.6,0.09
xcsoar.csv,0.66,0.66,0.46,0.47,0.83,0.42,0.76,0.74,0.66,0.56,0.46,0.44,0.61,0.68,0.86,0.95,0.74,0.62
xemeiah.csv,0.7,0.84,0.65,0.61,0.76,0.78,0.55,0.76,0.35,0.46,0.79,0.53,0.78,0.57,0.42,0.91,0.84,0.64
xmoto.csv,0.53,0.66,0.5,0.21,0.33,0.67,0.42,0.67,0.58,0.02,0.79,0.55,0.69,0.32,0.17,0.95,0.63,0.23
zxing.csv,0.57,0.73,0.66,0.08,0.5,0.63,0.34,0.68,0.35,0.4,0.39,0.53,0.53,0.65,0.25,0.91,0.42,0.75
