,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.66,0.58,0.78,0.0,0.33,0.45,1.0,0.57,0.63,0.91,0.0,0.26,0.52,0.21,0.62,0.25,0.0,0.7
ardour.csv,0.8,0.66,0.79,0.35,0.68,0.7,0.54,0.99,0.76,0.93,0.28,0.27,0.71,0.28,0.56,0.42,0.4,0.88
bacnet.csv,0.68,0.55,0.86,1.0,0.44,0.57,0.57,0.7,0.69,0.89,0.27,0.27,0.75,0.2,0.69,0.33,0.59,0.67
cortex-vfx.csv,0.77,0.59,0.84,0.31,0.53,0.66,0.33,0.63,0.64,0.9,0.27,0.27,0.55,1.0,0.9,0.41,0.33,0.88
enzo.csv,0.7,0.47,0.78,0.38,0.38,0.46,0.58,0.59,0.57,0.99,0.16,0.22,0.55,0.21,0.57,0.25,0.44,0.77
growl-for-windows.csv,0.78,0.64,0.87,0.41,0.55,0.65,0.62,0.64,0.65,0.91,0.34,0.23,0.53,0.33,1.0,0.4,0.65,0.8
heekscad.csv,1.0,0.57,0.83,0.64,0.5,0.57,0.62,0.65,0.67,0.89,0.24,0.25,0.65,0.25,0.71,0.32,0.67,0.84
minig.csv,0.83,0.7,0.83,0.39,1.0,0.6,0.69,0.59,0.52,0.87,0.19,0.23,0.57,0.21,0.74,0.41,0.51,0.88
multitude.csv,0.65,0.61,0.87,0.34,0.43,0.59,0.64,0.62,0.98,0.91,0.15,0.25,0.67,0.23,0.68,0.3,0.54,0.83
natpad.csv,0.66,0.51,0.85,0.34,0.39,0.52,0.65,0.65,0.69,0.81,0.29,0.24,0.65,0.3,0.8,0.37,0.98,1.0
open-ms.csv,0.84,0.56,0.74,0.22,0.23,0.44,0.25,0.67,0.59,0.52,0.25,1.0,0.5,0.33,0.68,0.34,0.3,0.7
planeshift.csv,0.65,0.52,1.0,0.35,0.44,0.56,0.54,0.58,0.62,0.8,0.18,0.24,0.52,0.25,0.62,0.37,0.49,0.75
rocrail.csv,0.91,0.78,0.91,0.44,0.7,0.76,0.67,0.84,0.9,1.0,0.35,0.54,0.92,0.41,0.75,0.95,0.65,1.0
salasaga.csv,0.55,0.41,0.74,0.29,0.39,0.44,0.5,0.52,0.48,0.78,1.0,0.19,0.4,0.21,0.66,0.22,0.34,0.71
xcsoar.csv,0.86,0.98,0.89,0.46,0.6,0.66,0.7,0.66,0.79,0.94,0.24,0.27,0.75,0.34,0.86,0.43,0.52,0.77
xemeiah.csv,0.81,0.72,0.89,0.38,0.62,1.0,0.73,0.75,0.88,0.98,0.38,0.33,0.69,0.34,0.7,0.42,0.61,0.87
xmoto.csv,0.69,0.71,0.84,0.34,0.4,0.63,0.63,0.64,0.56,0.94,0.15,0.23,1.0,0.24,0.74,0.36,0.39,0.83
zxing.csv,0.78,0.47,0.85,0.0,0.37,0.49,0.59,0.58,0.61,0.82,0.0,0.23,0.57,0.28,0.5,0.27,0.0,0.98
