,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.57,0.46,0.46,0.0,0.3,0.36,1.0,0.55,0.4,0.1,0.0,0.4,0.44,0.51,0.28,0.55,0.0,0.29
ardour.csv,0.43,0.55,0.47,0.95,0.28,0.45,0.18,0.98,0.29,0.63,0.75,0.45,0.56,0.47,0.25,0.59,0.95,0.41
bacnet.csv,0.47,0.48,0.54,0.92,0.24,0.48,0.34,0.56,0.37,0.3,0.46,0.36,0.25,0.52,0.31,0.68,0.51,0.25
cortex-vfx.csv,0.44,0.61,0.31,0.29,0.35,0.66,0.11,0.42,0.28,0.46,0.25,0.45,0.5,0.99,0.5,0.64,0.37,0.25
enzo.csv,0.95,0.8,0.87,0.76,0.91,0.75,0.87,0.94,0.86,0.99,0.86,0.8,0.81,0.79,0.64,1.0,0.81,0.88
growl-for-windows.csv,0.73,0.62,0.65,0.24,0.67,0.49,0.53,0.69,0.49,0.5,0.5,0.65,0.56,0.55,1.0,0.86,0.4,0.73
heekscad.csv,0.99,0.82,0.61,0.24,0.46,0.78,0.68,0.77,0.62,0.17,0.79,0.61,0.67,0.73,0.28,0.86,0.05,0.64
minig.csv,0.65,0.57,0.7,0.79,0.98,0.48,0.58,0.73,0.32,0.53,0.79,0.53,0.44,0.44,0.78,0.82,0.86,0.62
multitude.csv,0.77,0.64,0.59,0.5,0.7,0.55,0.61,0.82,0.94,0.49,0.64,0.57,0.61,0.71,0.42,0.91,0.74,0.43
natpad.csv,0.77,0.62,0.48,0.32,0.61,0.69,0.34,0.7,0.42,0.58,0.57,0.49,0.67,0.42,0.44,0.86,0.98,0.38
open-ms.csv,0.21,0.43,0.59,0.24,0.2,0.42,0.08,0.25,0.15,0.11,0.07,0.87,0.42,0.29,0.64,0.5,0.4,0.41
planeshift.csv,0.62,0.84,0.99,0.89,0.26,0.75,0.53,0.86,0.48,0.74,0.68,0.42,0.81,0.65,0.28,0.64,0.86,0.21
rocrail.csv,0.26,0.12,0.21,0.11,0.15,0.24,0.16,0.35,0.14,0.06,0.21,0.17,0.31,0.12,0.08,0.95,0.4,0.11
salasaga.csv,0.71,0.79,0.83,0.76,0.85,0.78,0.84,0.68,0.77,0.75,0.96,0.78,0.75,0.62,0.92,0.95,0.65,0.7
xcsoar.csv,0.64,0.93,0.59,0.61,0.54,0.43,0.37,0.68,0.46,0.43,0.64,0.56,0.58,0.58,0.67,0.91,0.72,0.3
xemeiah.csv,0.57,0.64,0.56,0.32,0.28,0.96,0.29,0.64,0.35,0.5,0.39,0.46,0.5,0.36,0.19,0.91,0.63,0.61
xmoto.csv,0.82,0.62,0.69,0.76,0.46,0.6,0.32,0.77,0.46,0.6,0.93,0.6,0.94,0.52,0.47,0.91,0.93,0.68
zxing.csv,0.81,0.86,0.46,0.0,0.63,0.81,0.53,0.73,0.78,0.81,0.0,0.83,0.67,0.78,0.14,0.86,0.0,1.0
