,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,6.0,0.0,0.0,111.0,0.0,0.0,0.0,3.0,0.0,1.0,184.0,2.0,1.0,14.0,0.0,19.0,106.0,3.0
ardour.csv,1.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,5.0,3.0,0.0,1.0,2.0,6.0,1.0,2.0
bacnet.csv,3.0,4.0,0.0,0.0,1.0,3.0,0.0,1.0,6.0,2.0,13.0,12.0,2.0,23.0,0.0,4.0,5.0,3.0
cortex-vfx.csv,3.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,6.0,15.0,1.0,0.0,0.0,2.0,1.0,0.0
enzo.csv,5.0,9.0,1.0,1.0,13.0,4.0,3.0,3.0,0.0,0.0,43.0,2.0,4.0,16.0,1.0,12.0,0.0,3.0
growl-for-windows.csv,4.0,6.0,0.0,4.0,5.0,3.0,0.0,6.0,4.0,1.0,4.0,12.0,9.0,0.0,0.0,6.0,1.0,0.0
heekscad.csv,0.0,4.0,0.0,0.0,8.0,1.0,4.0,2.0,2.0,0.0,5.0,6.0,1.0,7.0,0.0,3.0,0.0,1.0
minig.csv,0.0,1.0,1.0,1.0,0.0,2.0,0.0,6.0,3.0,2.0,17.0,3.0,7.0,6.0,0.0,4.0,0.0,0.0
multitude.csv,5.0,1.0,0.0,3.0,12.0,1.0,2.0,0.0,0.0,0.0,23.0,9.0,6.0,14.0,2.0,15.0,1.0,1.0
natpad.csv,3.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,6.0,20.0,1.0,1.0,0.0,20.0,0.0,0.0
open-ms.csv,1.0,0.0,3.0,1.0,10.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,5.0,1.0,0.0
planeshift.csv,4.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,0.0,9.0,13.0,2.0,12.0,2.0,8.0,0.0,3.0
rocrail.csv,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
salasaga.csv,6.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,24.0,1.0,3.0,0.0,21.0,1.0,0.0
xcsoar.csv,2.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,10.0,0.0,3.0,0.0,1.0,0.0,2.0
xemeiah.csv,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,6.0,3.0,0.0
xmoto.csv,4.0,0.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,59.0,25.0,0.0,7.0,2.0,5.0,1.0,0.0
zxing.csv,1.0,0.0,0.0,111.0,2.0,3.0,6.0,0.0,0.0,0.0,184.0,23.0,0.0,7.0,0.0,22.0,106.0,0.0
