,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.61,0.53,0.7,0.0,0.38,0.61,0.75,0.63,0.41,0.82,0.06,0.29,0.56,0.37,0.52,0.42,0.0,0.73
ardour.csv,0.59,0.7,0.75,0.44,0.48,0.6,0.56,0.73,0.46,0.75,0.35,0.38,0.58,0.4,0.29,0.44,0.55,0.78
bacnet.csv,0.75,0.63,0.72,0.55,0.51,0.68,0.44,0.73,0.45,0.51,0.4,0.34,0.52,0.38,0.5,0.49,0.64,0.38
cortex-vfx.csv,0.43,0.44,0.43,0.45,0.23,0.43,0.31,0.64,0.42,0.6,0.35,0.37,0.54,0.44,0.27,0.49,0.58,0.67
enzo.csv,0.79,0.62,0.82,0.55,0.54,0.57,0.72,0.71,0.67,0.9,0.31,0.36,0.62,0.39,0.65,0.4,0.56,0.82
growl-for-windows.csv,0.7,0.27,0.0,0.25,0.45,0.54,0.62,0.07,0.55,0.19,0.3,0.0,0.57,0.18,0.76,0.55,0.51,0.76
heekscad.csv,0.77,0.65,0.67,0.56,0.56,0.64,0.53,0.7,0.63,0.18,0.36,0.36,0.71,0.43,0.52,0.44,0.64,0.41
minig.csv,0.55,0.41,0.67,0.51,0.61,0.48,0.6,0.48,0.57,0.72,0.19,0.27,0.5,0.29,0.51,0.08,0.57,0.85
multitude.csv,0.79,0.65,0.74,0.51,0.52,0.65,0.71,0.73,0.67,0.86,0.4,0.36,0.62,0.37,0.5,0.4,0.58,0.81
natpad.csv,0.72,0.59,0.81,0.51,0.52,0.72,0.44,0.72,0.48,0.73,0.36,0.33,0.59,0.32,0.38,0.43,0.69,0.64
open-ms.csv,0.59,0.56,0.75,0.45,0.36,0.29,0.48,0.6,0.5,0.14,0.36,0.35,0.53,0.37,0.23,0.43,0.52,0.65
planeshift.csv,0.76,0.61,0.78,0.57,0.57,0.64,0.67,0.71,0.68,0.86,0.33,0.34,0.56,0.35,0.6,0.44,0.61,0.87
rocrail.csv,0.76,0.64,0.75,0.43,0.54,0.51,0.63,0.69,0.65,0.51,0.29,0.34,0.48,0.34,0.52,0.58,0.6,0.6
salasaga.csv,0.76,0.64,0.72,0.55,0.51,0.68,0.38,0.72,0.43,0.32,0.41,0.36,0.54,0.34,0.5,0.45,0.61,0.19
xcsoar.csv,0.72,0.68,0.69,0.47,0.51,0.47,0.51,0.69,0.62,0.54,0.33,0.34,0.6,0.44,0.55,0.53,0.61,0.51
xemeiah.csv,0.67,0.62,0.69,0.39,0.45,0.73,0.55,0.73,0.46,0.72,0.38,0.33,0.68,0.33,0.68,0.47,0.68,0.81
xmoto.csv,0.68,0.6,0.61,0.35,0.44,0.63,0.53,0.7,0.58,0.04,0.28,0.33,0.76,0.35,0.26,0.39,0.56,0.36
zxing.csv,0.65,0.62,0.68,0.13,0.47,0.65,0.45,0.7,0.45,0.51,0.42,0.36,0.58,0.35,0.64,0.55,0.36,0.82
