,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.74,0.59,0.63,0.32,0.47,0.54,0.99,0.65,0.57,0.64,0.1,0.36,0.54,0.33,0.58,0.48,0.12,0.68
ardour.csv,0.56,0.54,0.61,0.49,0.5,0.57,0.41,0.98,0.55,0.57,0.35,0.36,0.63,0.33,0.34,0.5,0.59,0.36
bacnet.csv,0.56,0.56,0.76,0.94,0.45,0.51,0.37,0.58,0.35,0.49,0.21,0.32,0.47,0.25,0.78,0.4,0.55,0.42
cortex-vfx.csv,0.59,0.45,0.49,0.42,0.19,0.39,0.13,0.49,0.46,0.35,0.33,0.32,0.56,0.92,0.6,0.37,0.52,0.47
enzo.csv,0.78,0.64,0.83,0.46,0.53,0.59,0.64,0.69,0.67,0.98,0.31,0.35,0.6,0.33,0.64,0.4,0.54,0.77
growl-for-windows.csv,0.68,0.6,0.76,0.45,0.48,0.58,0.51,0.67,0.57,0.67,0.2,0.32,0.57,0.35,0.99,0.44,0.47,0.66
heekscad.csv,1.0,0.69,0.75,0.49,0.51,0.63,0.69,0.68,0.66,0.63,0.27,0.42,0.65,0.37,0.58,0.49,0.69,0.74
minig.csv,0.73,0.63,0.81,0.49,0.98,0.53,0.55,0.74,0.54,0.74,0.29,0.35,0.64,0.36,0.77,0.38,0.58,0.78
multitude.csv,0.75,0.65,0.67,0.53,0.56,0.56,0.44,0.74,0.96,0.7,0.38,0.36,0.67,0.36,0.56,0.53,0.62,0.51
natpad.csv,0.7,0.6,0.67,0.38,0.49,0.6,0.43,0.64,0.37,0.58,0.38,0.32,0.61,0.36,0.7,0.49,0.99,0.53
open-ms.csv,0.5,0.49,0.7,0.26,0.38,0.56,0.1,0.43,0.38,0.44,0.12,0.92,0.33,0.36,0.71,0.19,0.35,0.76
planeshift.csv,0.72,0.58,0.98,0.54,0.49,0.62,0.69,0.69,0.64,0.79,0.31,0.36,0.56,0.36,0.49,0.53,0.6,0.76
rocrail.csv,0.46,0.49,0.54,0.09,0.15,0.39,0.19,0.52,0.24,0.27,0.33,0.32,0.36,0.25,0.28,0.98,0.52,0.16
salasaga.csv,0.62,0.49,0.79,0.43,0.47,0.44,0.69,0.43,0.53,0.73,0.9,0.29,0.6,0.32,0.8,0.31,0.39,0.77
xcsoar.csv,0.66,0.96,0.71,0.38,0.47,0.58,0.54,0.73,0.55,0.66,0.32,0.31,0.67,0.37,0.53,0.44,0.63,0.71
xemeiah.csv,0.65,0.67,0.74,0.51,0.57,0.98,0.37,0.7,0.47,0.56,0.27,0.37,0.62,0.36,0.41,0.52,0.59,0.44
xmoto.csv,0.76,0.6,0.78,0.5,0.53,0.63,0.56,0.72,0.67,0.79,0.24,0.37,1.0,0.35,0.61,0.38,0.57,0.8
zxing.csv,0.57,0.59,0.46,0.16,0.35,0.56,0.47,0.7,0.5,0.61,0.37,0.27,0.31,0.4,0.59,0.48,0.56,1.0
