,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.7,0.63,0.54,0.25,0.4,0.56,0.99,0.61,0.55,0.54,0.09,0.63,0.57,0.56,0.49,0.75,0.09,0.56
ardour.csv,0.5,0.5,0.51,0.49,0.52,0.55,0.36,0.99,0.48,0.46,0.73,0.5,0.61,0.48,0.26,0.72,0.67,0.27
bacnet.csv,0.48,0.6,0.67,0.91,0.49,0.53,0.35,0.56,0.3,0.38,0.48,0.53,0.43,0.44,0.72,0.67,0.58,0.33
cortex-vfx.csv,0.5,0.37,0.4,0.43,0.16,0.37,0.1,0.4,0.39,0.27,0.47,0.44,0.56,0.88,0.51,0.53,0.53,0.37
enzo.csv,0.75,0.65,0.55,0.57,0.51,0.6,0.59,0.6,0.65,0.97,0.65,0.54,0.6,0.54,0.42,0.54,0.58,0.37
growl-for-windows.csv,0.62,0.58,0.66,0.5,0.51,0.59,0.49,0.65,0.55,0.49,0.41,0.57,0.61,0.4,0.99,0.7,0.51,0.55
heekscad.csv,1.0,0.75,0.65,0.61,0.59,0.67,0.69,0.64,0.66,0.52,0.49,0.67,0.69,0.62,0.39,0.77,0.79,0.61
minig.csv,0.69,0.69,0.56,0.37,0.98,0.54,0.54,0.73,0.51,0.58,0.6,0.61,0.66,0.6,0.64,0.53,0.3,0.68
multitude.csv,0.71,0.65,0.58,0.64,0.61,0.54,0.41,0.73,0.93,0.6,0.6,0.58,0.68,0.47,0.48,0.82,0.69,0.42
natpad.csv,0.66,0.62,0.58,0.42,0.54,0.63,0.34,0.62,0.3,0.41,0.65,0.46,0.59,0.49,0.61,0.73,0.98,0.41
open-ms.csv,0.43,0.48,0.52,0.28,0.42,0.59,0.06,0.35,0.35,0.32,0.09,0.88,0.34,0.44,0.64,0.3,0.36,0.47
planeshift.csv,0.65,0.6,0.98,0.66,0.55,0.65,0.64,0.52,0.63,0.7,0.6,0.61,0.58,0.45,0.39,0.82,0.68,0.67
rocrail.csv,0.36,0.39,0.43,0.06,0.11,0.29,0.13,0.43,0.17,0.19,0.29,0.29,0.26,0.23,0.2,1.0,0.45,0.11
salasaga.csv,0.43,0.47,0.46,0.45,0.54,0.39,0.65,0.4,0.35,0.42,0.85,0.45,0.27,0.54,0.0,0.33,0.4,0.0
xcsoar.csv,0.59,0.96,0.63,0.42,0.44,0.55,0.52,0.72,0.52,0.55,0.58,0.41,0.66,0.56,0.45,0.72,0.71,0.58
xemeiah.csv,0.59,0.68,0.65,0.61,0.54,0.98,0.35,0.66,0.39,0.43,0.55,0.56,0.6,0.57,0.35,0.78,0.66,0.34
xmoto.csv,0.72,0.65,0.69,0.51,0.62,0.65,0.55,0.66,0.66,0.69,0.09,0.63,1.0,0.58,0.5,0.56,0.39,0.55
zxing.csv,0.48,0.57,0.36,0.13,0.37,0.51,0.41,0.68,0.42,0.5,0.54,0.34,0.26,0.58,0.49,0.68,0.52,1.0
