,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.4,0.4,0.49,0.92,0.4,0.43,0.49,0.39,0.52,0.47,0.93,0.46,0.57,0.45,0.37,0.49,0.88,0.43
ardour.csv,0.58,0.61,0.48,0.56,0.5,0.53,0.6,0.44,0.64,0.54,0.46,0.62,0.45,0.57,0.55,0.4,0.4,0.81
bacnet.csv,0.59,0.47,0.39,0.68,0.6,0.56,0.65,0.53,0.64,0.71,0.71,0.53,0.75,0.58,0.53,0.41,0.45,0.68
cortex-vfx.csv,0.56,0.79,0.62,0.71,0.94,0.85,0.86,0.72,0.8,0.79,0.6,0.79,0.59,0.91,0.81,0.61,0.7,0.65
enzo.csv,0.39,0.38,0.35,0.38,0.35,0.39,0.45,0.36,0.43,0.4,0.54,0.39,0.42,0.39,0.33,0.39,0.39,0.32
growl-for-windows.csv,0.48,0.52,0.37,0.62,0.69,0.57,0.56,0.43,0.55,0.56,0.71,0.53,0.49,0.65,0.54,0.45,0.5,0.56
heekscad.csv,0.44,0.36,0.35,0.38,0.33,0.4,0.39,0.36,0.38,0.49,0.46,0.46,0.43,0.43,0.33,0.36,0.43,0.35
minig.csv,0.44,0.42,0.36,0.41,0.54,0.53,0.51,0.37,0.52,0.47,0.54,0.48,0.48,0.48,0.48,0.44,0.45,0.38
multitude.csv,0.4,0.47,0.38,0.5,0.45,0.44,0.5,0.37,0.52,0.43,0.46,0.47,0.39,0.52,0.43,0.36,0.43,0.46
natpad.csv,0.55,0.57,0.45,0.64,0.59,0.57,0.77,0.45,0.81,0.62,0.5,0.59,0.63,0.6,0.81,0.48,0.55,0.7
open-ms.csv,0.7,0.74,0.45,0.97,0.48,0.66,0.75,0.68,0.83,0.83,0.8,0.95,0.84,0.78,0.73,0.75,0.74,0.46
planeshift.csv,0.45,0.4,0.38,0.38,0.52,0.41,0.42,0.37,0.45,0.38,0.46,0.46,0.49,0.46,0.41,0.38,0.37,0.41
rocrail.csv,0.59,0.77,0.52,0.88,0.83,0.8,0.8,0.63,0.9,0.94,0.93,0.98,0.88,0.98,0.86,0.65,0.59,0.86
salasaga.csv,0.59,0.51,0.41,0.45,0.48,0.6,0.49,0.62,0.54,0.55,0.96,0.46,0.47,0.51,0.43,0.48,0.62,0.4
xcsoar.csv,0.4,0.48,0.37,0.5,0.61,0.51,0.45,0.39,0.55,0.41,0.51,0.61,0.45,0.48,0.39,0.44,0.44,0.39
xemeiah.csv,0.44,0.41,0.36,0.44,0.57,0.58,0.5,0.41,0.64,0.53,0.49,0.5,0.48,0.53,0.41,0.34,0.36,0.52
xmoto.csv,0.46,0.45,0.36,0.4,0.41,0.48,0.48,0.41,0.48,0.36,0.54,0.46,0.56,0.44,0.39,0.45,0.44,0.41
zxing.csv,0.46,0.48,0.62,0.92,0.72,0.52,0.62,0.44,0.61,0.48,0.44,0.74,0.8,0.46,0.94,0.56,0.5,0.41
