,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.39,0.03,0.21,0.08,0.49,0.47,0.0,0.0,0.07,0.1,0.58,0.0,0.23
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gisgraphy.csv,0.0,0.04,0.19,0.21,0.42,0.04,0.04,0.31,0.09,0.07,0.44,0.0,0.78
jaxen.csv,0.43,0.01,0.2,0.0,0.38,0.3,0.0,0.0,0.07,0.33,0.35,0.0,0.31
jvcl.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-m-m.csv,0.42,0.03,0.18,0.13,0.39,0.96,0.03,0.11,0.11,0.37,0.56,0.03,0.48
motu.csv,0.13,0.14,0.19,0.08,0.34,0.45,0.0,0.11,0.1,0.4,0.58,0.0,0.29
nh3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sarasvati.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wgs-assembler.csv,0.32,0.03,0.13,0.22,0.12,0.08,0.0,0.0,0.13,0.56,0.03,0.0,0.0
zabbix.csv,0.47,0.0,0.21,0.1,0.21,0.42,0.0,0.07,0.1,0.38,0.49,0.0,0.51
