,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.61,0.63,0.95,0.64,0.8,0.76,0.85,0.88,0.0,0.9,0.7,0.47
delphilhlplib.csv,0.42,0.47,0.39,0.34,0.49,0.44,0.42,0.35,0.57,0.5,0.86,0.41
factor.csv,0.67,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.0,0.0,0.51,0.57
fceugc.csv,0.61,0.77,0.83,0.72,0.8,0.98,0.57,0.74,0.93,0.9,0.7,0.91
fltk.csv,0.51,0.53,0.53,0.57,0.69,0.92,0.49,0.83,0.52,0.54,0.67,0.6
jstock.csv,0.54,0.97,0.77,0.91,0.86,0.69,1.0,0.77,0.67,0.86,0.67,0.45
lportal.csv,0.51,0.71,0.5,0.62,0.73,0.61,0.99,0.59,0.92,0.95,0.81,0.78
natpad.csv,0.63,0.62,0.98,0.54,0.94,0.87,0.58,0.83,0.58,0.47,0.55,0.55
ogre.csv,0.38,0.42,0.36,0.39,0.34,0.43,0.38,0.32,0.39,0.34,0.41,0.43
phet.csv,0.66,0.9,0.98,0.71,0.91,0.58,1.0,0.75,0.73,0.71,0.57,0.67
sandiaportals.csv,0.4,0.51,0.45,0.47,0.58,0.69,0.38,0.45,0.43,0.53,0.52,0.42
sumatrapdf.csv,0.41,0.49,0.45,0.48,0.68,0.57,0.42,0.48,0.39,0.35,0.52,0.43
