,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.89,0.68,0.98,0.52,0.87,0.61,0.8,0.94,1.0,0.17,0.68,0.57
delphilhlplib.csv,0.0,0.56,0.77,0.55,0.63,0.75,0.86,0.59,0.61,0.46,1.08,0.88
factor.csv,0.99,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.92,0.05,0.64
fceugc.csv,0.95,0.78,0.8,0.14,0.59,0.81,0.68,0.85,0.72,0.7,0.76,0.82
fltk.csv,0.52,0.02,0.84,0.58,0.54,0.77,0.53,0.48,0.54,0.67,0.61,0.64
jstock.csv,0.49,0.9,0.94,0.93,0.81,0.89,0.9,0.0,0.75,0.85,0.95,0.64
lportal.csv,0.83,0.83,1.0,0.63,0.81,1.08,0.07,0.66,0.95,0.88,0.79,0.89
natpad.csv,0.83,0.6,0.91,0.55,0.69,0.95,0.54,0.93,0.58,0.6,0.55,0.02
ogre.csv,1.0,0.99,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
phet.csv,0.73,0.96,0.12,0.93,1.02,0.65,0.93,0.59,0.95,0.67,0.56,1.0
sandiaportals.csv,0.65,0.54,0.86,0.62,0.46,1.22,0.93,0.72,0.0,0.64,0.48,0.61
sumatrapdf.csv,0.95,0.62,0.87,0.52,0.1,1.09,0.59,0.67,1.0,0.72,0.64,1.0
