,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.57,0.5,0.03,0.57,0.13,0.39,0.27,0.08,0.0,0.83,0.44,0.47
delphilhlplib.csv,1.0,0.61,0.52,0.71,0.48,0.44,0.8,0.92,0.4,0.67,0.05,0.88
factor.csv,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.08,0.95,0.37
fceugc.csv,0.45,0.27,0.26,0.86,0.42,0.19,0.53,0.23,0.28,0.33,0.49,0.21
fltk.csv,0.57,0.99,0.3,0.48,0.52,0.23,0.81,0.54,0.47,0.42,0.41,0.4
jstock.csv,0.51,0.12,0.09,0.1,0.19,0.26,0.11,1.0,0.49,0.17,0.05,0.65
lportal.csv,0.7,0.39,0.0,0.52,0.29,0.59,0.93,0.54,0.11,0.17,0.37,0.28
natpad.csv,0.38,0.5,0.1,0.81,0.32,0.2,0.62,0.08,0.49,0.5,0.54,0.98
ogre.csv,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.98,1.0
phet.csv,0.53,0.04,0.88,0.19,0.0,0.59,0.08,0.46,0.38,0.5,0.71,0.0
sandiaportals.csv,0.77,0.67,0.46,0.62,0.65,0.3,0.98,0.54,1.0,0.5,0.63,0.93
sumatrapdf.csv,0.87,0.59,0.3,0.67,0.9,0.56,0.84,0.46,1.0,0.58,0.44,1.0
