,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.68,0.25,0.79,1.0,0.78,0.3,1.0,0.29,0.76,0.37,0.89,0.78,0.58,0.57
flylinkdc.csv,0.68,0.81,0.64,0.76,0.32,0.72,1.0,0.89,0.36,0.64,0.11,0.52,0.54,0.55
grisbi.csv,0.86,0.73,0.86,0.71,0.76,0.98,1.0,0.92,0.85,0.96,0.89,0.86,0.96,0.96
jaolt.csv,0.38,0.6,0.71,0.41,0.36,0.6,0.75,0.95,0.76,0.68,0.0,0.32,0.33,0.59
maidsafe-dht.csv,0.3,0.4,0.57,0.65,0.43,0.79,0.58,0.82,0.73,0.53,0.0,0.23,0.12,0.79
mimosa.csv,0.65,0.9,0.86,1.0,0.66,0.91,0.83,0.79,0.48,0.77,1.0,0.75,0.79,0.46
n2cms.csv,0.84,0.75,0.71,0.41,0.35,0.35,0.92,0.39,0.89,0.55,0.33,0.45,0.54,0.66
nassp.csv,0.38,0.27,0.29,0.35,0.24,0.14,0.75,0.18,0.21,0.18,0.0,0.23,0.42,0.14
nug.csv,0.35,0.71,0.07,0.82,0.09,0.6,0.58,0.39,0.02,0.37,0.22,0.33,0.38,0.43
quantlib.csv,1.0,0.21,0.07,0.88,0.34,0.21,0.92,0.21,1.0,0.07,0.0,0.0,0.67,0.11
red5.csv,1.0,0.96,1.0,1.0,0.91,0.7,1.0,0.87,0.53,0.84,0.89,0.94,0.92,0.82
super-tux.csv,0.89,0.29,1.0,0.76,0.88,0.51,0.75,0.34,0.67,0.6,1.0,0.9,0.92,0.77
tcvp.csv,0.0,0.06,0.07,0.0,0.09,0.02,0.0,0.0,0.0,0.0,0.67,0.01,0.0,0.04
zxing.csv,0.65,0.52,0.71,0.41,0.34,0.3,0.75,0.63,0.47,0.56,0.11,0.35,0.21,0.75
