,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.41,0.55,0.22,0.34,0.82,0.87,0.21,0.46,0.79,0.84,0.11,0.99,0.16,0.89
flylinkdc.csv,0.52,0.42,0.26,0.32,0.9,0.61,0.22,0.56,1.0,0.73,0.05,0.98,0.31,0.79
grisbi.csv,0.3,0.4,0.27,0.31,0.75,0.62,0.25,0.46,0.97,0.71,0.12,0.97,0.24,0.78
jaolt.csv,0.44,0.43,0.27,0.23,0.84,0.55,0.28,0.63,0.94,0.81,0.0,0.94,0.33,0.82
maidsafe-dht.csv,0.44,0.53,0.47,0.31,0.83,0.55,0.24,0.49,0.98,0.81,0.0,1.0,0.11,0.81
mimosa.csv,0.32,0.39,0.21,0.33,0.79,0.62,0.2,0.73,0.84,0.72,0.11,0.95,0.18,0.67
n2cms.csv,0.3,0.67,0.24,0.2,0.91,0.68,0.27,0.6,0.94,0.82,0.12,0.98,0.18,0.9
nassp.csv,0.61,0.46,0.4,0.35,0.93,0.55,0.5,0.39,1.0,0.76,0.0,0.96,0.67,0.8
nug.csv,0.41,0.4,0.1,0.67,0.67,0.7,0.21,0.54,1.0,0.71,0.14,0.97,0.18,0.65
quantlib.csv,0.27,0.3,0.25,0.31,0.75,0.56,0.19,0.4,0.82,0.56,0.0,0.0,0.37,0.86
red5.csv,0.3,0.4,0.22,0.35,0.77,0.73,0.21,0.47,0.73,0.73,0.1,0.98,0.21,0.81
super-tux.csv,0.26,0.37,0.25,0.37,0.76,0.65,0.26,0.32,0.76,0.72,0.11,1.0,0.21,0.81
tcvp.csv,0.0,0.5,0.5,0.0,0.85,1.0,0.0,0.0,0.0,0.0,0.29,1.0,0.0,0.67
zxing.csv,0.42,0.45,0.29,0.3,0.87,0.59,0.24,0.43,0.91,0.77,0.12,0.97,0.28,0.91
