,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.49,0.76,0.67,0.92,0.56,0.7,0.98,0.78,0.96,0.65,0.87,0.29,0.86,0.49
flylinkdc.csv,0.4,0.75,0.55,0.79,0.69,0.74,0.91,0.65,0.64,0.69,0.92,0.52,0.55,0.65
grisbi.csv,0.77,0.75,0.57,0.81,0.78,0.9,0.78,0.98,0.21,1.0,0.83,0.62,0.77,0.88
jaolt.csv,0.65,0.66,0.53,0.89,0.67,0.83,0.56,0.5,0.32,0.52,1.01,0.79,0.69,0.58
maidsafe-dht.csv,0.72,0.65,0.45,0.78,0.62,0.99,0.63,0.78,0.28,0.56,1.0,0.77,0.91,0.63
mimosa.csv,0.63,0.9,0.78,0.94,0.63,0.83,0.89,0.34,0.67,0.79,0.95,0.84,0.91,0.93
n2cms.csv,0.74,0.35,0.61,0.98,0.65,0.69,0.66,0.65,0.3,0.55,0.74,0.58,0.77,0.41
nassp.csv,0.63,0.76,0.72,0.72,0.76,0.88,0.32,0.86,0.79,0.83,1.0,0.8,0.59,0.87
nug.csv,0.68,0.74,0.94,0.26,0.92,0.55,0.7,0.68,0.98,0.74,0.79,0.7,0.75,0.95
quantlib.csv,1.0,0.85,0.93,0.95,0.74,0.83,1.0,0.84,1.0,0.94,1.0,1.0,0.44,0.89
red5.csv,0.86,0.95,0.85,0.86,0.83,0.49,1.0,0.89,1.04,0.78,1.01,0.4,0.86,0.67
super-tux.csv,0.95,0.78,0.68,0.65,0.85,0.64,0.62,0.92,1.05,0.71,0.97,0.1,0.88,0.63
tcvp.csv,1.0,0.94,0.93,1.0,0.91,0.98,1.0,1.0,1.0,1.0,0.39,0.99,1.0,0.97
zxing.csv,0.48,0.64,0.49,0.74,0.67,0.76,0.66,0.85,0.57,0.6,0.89,0.68,0.8,0.34
