,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.34,0.43,0.41,0.61,0.55,0.45,0.1,0.54,0.59,0.6,0.99,0.7,0.54,0.64,0.37,0.35
arcallians.csv,0.47,0.48,0.59,0.58,0.57,0.96,0.43,0.2,0.69,0.68,0.3,0.37,0.36,0.37,0.48,0.56
arianne.csv,0.99,0.62,0.34,0.58,0.55,0.5,0.34,0.41,0.46,0.48,0.59,0.0,0.4,0.58,0.37,0.51
aztec.csv,0.51,0.02,0.02,0.0,0.07,0.57,0.82,0.29,0.43,0.0,0.01,0.0,0.18,0.1,0.2,0.43
biopax.csv,0.6,0.67,0.7,0.4,0.61,0.64,0.48,0.8,0.6,0.53,0.47,0.58,0.65,0.61,0.98,0.66
bl-toolkit.csv,0.51,0.65,0.98,0.39,0.81,0.02,0.63,0.28,0.67,0.29,0.48,0.38,0.1,0.4,0.58,0.57
gnupdate.csv,0.36,0.55,0.24,0.55,0.56,0.57,0.32,0.41,0.6,1.0,0.26,0.38,0.42,0.33,0.37,0.47
les-indemodables.csv,0.34,0.56,0.42,0.47,0.45,0.46,0.25,0.48,0.49,0.34,0.24,0.37,0.27,0.96,0.31,0.39
ng4j.csv,0.41,0.63,0.57,0.59,0.78,0.62,0.25,0.8,0.73,0.64,0.33,0.37,0.64,0.67,0.47,0.96
openxava.csv,0.54,0.35,0.21,0.43,0.07,0.11,0.14,1.0,0.31,0.18,0.11,0.37,0.18,0.48,0.1,0.51
phonon-vlc-mplayer.csv,0.52,0.56,0.47,0.61,0.94,0.24,0.32,0.57,0.58,0.58,0.25,0.0,0.27,0.63,0.71,0.57
qgis.csv,0.35,0.98,0.47,0.51,0.59,0.5,0.32,0.32,0.43,0.49,0.56,0.57,0.57,0.52,0.65,0.65
rsyslog.csv,0.54,0.55,0.48,0.96,0.67,0.64,0.33,0.64,0.64,0.68,0.38,0.36,0.54,0.49,0.45,0.61
vars-redux.csv,0.34,0.27,0.28,0.27,0.3,0.46,0.15,0.57,0.97,0.45,0.18,0.38,0.05,0.58,0.33,0.29
xapian.csv,0.19,0.48,0.19,0.27,0.37,0.31,0.05,0.33,0.47,0.58,0.51,0.66,0.9,0.6,0.28,0.18
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
