,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.3,0.38,0.36,0.58,0.57,0.41,0.08,0.56,0.57,0.75,0.99,0.67,0.5,0.68,0.32,0.3
arcallians.csv,0.43,0.44,0.56,0.54,0.54,0.95,0.38,0.75,0.76,0.65,0.26,0.33,0.31,0.35,0.44,0.55
arianne.csv,0.99,0.61,0.3,0.54,0.52,0.5,0.29,0.38,0.43,0.5,0.65,0.0,0.35,0.57,0.32,0.5
aztec.csv,0.7,0.02,0.02,0.0,0.06,0.55,0.79,0.25,0.53,0.0,0.01,0.0,0.15,0.08,0.89,0.8
biopax.csv,0.65,0.79,0.74,0.35,0.9,0.7,0.75,1.0,0.84,0.5,0.43,0.67,0.77,0.95,0.97,0.8
bl-toolkit.csv,0.48,0.67,0.98,0.35,0.81,0.02,0.62,0.75,0.73,0.25,0.46,0.33,0.08,0.35,0.54,0.55
gnupdate.csv,0.37,0.54,0.2,0.58,0.51,0.64,0.54,0.38,0.67,1.0,0.22,0.33,0.42,0.3,0.34,0.45
les-indemodables.csv,0.3,0.54,0.38,0.42,0.41,0.41,0.21,0.44,0.45,0.3,0.2,0.33,0.23,0.95,0.27,0.35
ng4j.csv,0.37,0.63,0.54,0.54,0.8,0.59,0.21,1.0,0.76,0.65,0.29,0.33,0.62,0.78,0.42,0.95
openxava.csv,0.68,0.31,0.18,0.38,0.06,0.09,0.12,1.0,0.27,0.15,0.09,0.33,0.15,0.43,0.08,0.6
phonon-vlc-mplayer.csv,0.58,0.55,0.44,0.62,0.93,0.2,0.33,0.62,0.76,0.55,0.21,0.0,0.23,0.7,0.89,0.65
qgis.csv,0.31,0.98,0.46,0.62,0.57,0.48,0.29,0.62,0.39,0.6,0.59,1.0,0.54,0.76,0.65,0.65
rsyslog.csv,0.51,0.52,0.46,0.96,0.71,0.61,0.29,0.62,0.71,0.65,0.34,0.33,0.5,0.46,0.42,0.6
vars-redux.csv,0.3,0.23,0.24,0.23,0.26,0.41,0.12,0.56,0.96,0.4,0.15,0.33,0.04,0.54,0.28,0.25
xapian.csv,0.16,0.44,0.16,0.23,0.32,0.27,0.04,0.31,0.43,0.6,0.55,0.67,0.88,0.59,0.25,0.15
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
