,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.43,0.86,0.69,0.86,0.75,0.52,0.65,0.68,0.8,0.73,0.89,0.88,0.51,0.97,0.73,0.86,0.89
delphilhlplib.csv,0.34,0.41,0.53,0.48,0.36,0.48,0.29,0.53,0.44,0.3,0.53,0.43,0.4,0.41,0.41,0.4,0.33
exordium.csv,0.63,0.72,0.92,0.76,0.62,0.8,0.45,0.97,0.59,0.91,0.98,0.86,0.87,0.66,0.72,0.75,0.39
fltk.csv,0.42,0.57,0.53,0.56,0.68,0.73,0.38,0.71,0.62,0.92,0.98,0.69,0.71,0.49,0.64,0.92,0.48
genoviz.csv,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8
gzigzag.csv,0.44,0.94,0.59,0.71,0.79,0.6,0.44,0.71,0.63,0.62,0.61,0.65,0.93,0.94,0.83,0.83,0.69
irrlicht.csv,0.34,0.44,0.44,0.43,0.46,0.38,0.39,0.5,0.42,0.36,0.51,0.44,0.49,0.83,0.43,0.44,0.38
moast.csv,0.33,0.39,0.42,0.41,0.37,0.34,0.32,0.44,0.43,0.38,0.48,0.43,0.39,0.42,0.39,0.34,0.31
mptvseries.csv,0.37,0.85,0.61,0.57,0.73,0.61,0.5,0.65,0.41,0.92,0.98,0.8,0.71,0.98,0.76,0.9,0.43
openfrag.csv,0.34,0.53,0.51,0.43,0.47,0.54,0.33,0.57,0.44,0.53,0.71,0.54,0.49,0.4,0.43,0.5,0.38
qse.csv,0.35,0.58,0.52,0.6,0.51,0.53,0.33,0.51,0.51,0.49,0.98,0.62,0.68,0.69,0.56,0.61,0.33
sauerbraten.csv,0.39,0.5,0.86,0.71,0.93,0.73,0.48,0.64,0.58,0.68,0.92,0.77,0.68,0.8,0.64,0.83,0.42
toped.csv,0.55,0.8,0.52,0.48,0.93,0.39,0.33,0.67,0.49,0.84,0.52,0.52,0.71,0.97,0.47,0.88,0.5
truevision.csv,0.33,0.4,0.53,0.56,0.41,0.44,0.36,0.5,0.4,0.59,0.75,0.47,0.52,0.38,0.5,0.41,0.33
uwom.csv,0.43,0.62,0.58,0.56,0.57,0.56,0.72,0.63,0.68,0.79,0.98,0.89,0.56,0.72,0.8,0.61,0.52
zoolib.csv,0.87,0.92,0.98,0.92,0.96,0.5,0.9,0.96,0.94,0.88,0.96,0.9,0.97,0.83,0.93,0.5,0.88
zxing.csv,0.42,0.63,0.47,0.54,0.68,0.48,0.34,0.53,0.0,0.31,0.61,0.51,0.49,0.52,0.58,0.41,0.69
