,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,2.0,0.0,2.0,9.0,5.0,5.0,0.0,0.0,4.0,0.0,12.0,1.0,0.0,0.0,1.0,1.0,2.0
delphilhlplib.csv,4.0,0.0,2.0,2.0,0.0,5.0,0.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,27.0,2.0,25.0
exordium.csv,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,15.0,2.0,1.0,2.0,0.0,0.0,9.0
fltk.csv,2.0,0.0,0.0,7.0,11.0,2.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,17.0
genoviz.csv,1.0,0.0,0.0,74.0,0.0,49.0,59.0,0.0,81.0,108.0,360.0,118.0,121.0,257.0,1.0,72.0,0.0
gzigzag.csv,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,1.0,10.0,3.0,3.0,0.0,11.0,0.0,8.0
irrlicht.csv,3.0,0.0,2.0,10.0,4.0,3.0,0.0,0.0,6.0,0.0,15.0,3.0,2.0,0.0,24.0,1.0,16.0
moast.csv,6.0,0.0,3.0,14.0,6.0,6.0,0.0,0.0,7.0,1.0,15.0,3.0,1.0,0.0,41.0,0.0,26.0
mptvseries.csv,3.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,7.0
openfrag.csv,6.0,0.0,2.0,13.0,0.0,8.0,0.0,0.0,7.0,23.0,4.0,0.0,1.0,0.0,7.0,0.0,21.0
qse.csv,1.0,2.0,1.0,3.0,8.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,4.0,1.0,14.0
sauerbraten.csv,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,10.0,12.0,0.0,2.0,1.0,0.0,2.0,14.0
toped.csv,2.0,1.0,2.0,12.0,2.0,5.0,0.0,0.0,7.0,19.0,5.0,2.0,0.0,0.0,2.0,0.0,15.0
truevision.csv,3.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,5.0,0.0,13.0,1.0,1.0,2.0,23.0,0.0,26.0
uwom.csv,2.0,1.0,0.0,1.0,26.0,1.0,0.0,0.0,14.0,6.0,11.0,0.0,0.0,1.0,0.0,0.0,13.0
zoolib.csv,1.0,1.0,1.0,6.0,0.0,49.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,29.0,1.0,6.0
zxing.csv,3.0,1.0,2.0,3.0,0.0,4.0,0.0,0.0,81.0,1.0,9.0,3.0,1.0,0.0,5.0,0.0,8.0
