,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.67,0.86,0.96,0.59,0.68,0.76,0.37,0.87,0.77,0.5,0.85,0.59,0.33,0.55,0.38,0.47,0.67
delphilhlplib.csv,0.88,0.41,0.6,0.73,0.65,0.46,0.65,0.67,0.57,0.43,0.45,0.5,0.64,0.59,0.52,0.5,0.84
exordium.csv,0.75,0.45,0.58,0.3,0.66,0.51,0.48,0.61,0.86,0.63,0.55,0.57,0.58,0.93,0.42,0.74,0.49
fltk.csv,0.79,0.49,0.44,0.46,0.72,0.51,0.38,0.64,0.54,0.58,0.44,0.42,0.39,0.79,0.49,0.57,0.71
genoviz.csv,0.73,0.74,0.92,0.79,0.65,0.95,0.88,0.9,0.94,0.89,1.0,0.88,0.93,0.84,0.78,1.0,0.11
gzigzag.csv,0.57,0.78,0.78,0.64,0.51,0.75,0.6,0.79,0.54,0.84,0.94,0.74,0.69,0.78,0.54,0.86,0.67
irrlicht.csv,1.0,1.0,0.96,1.0,1.0,1.0,1.0,0.63,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0
moast.csv,0.9,0.75,0.8,0.68,0.81,0.87,1.0,0.8,1.0,0.84,0.95,0.6,0.93,0.11,1.02,0.75,0.61
mptvseries.csv,0.63,0.95,0.53,0.58,0.67,0.35,0.46,0.7,0.38,0.61,0.66,0.71,0.57,0.93,0.49,0.48,0.43
openfrag.csv,0.83,0.84,0.6,0.49,0.64,0.37,0.46,0.6,0.43,0.46,0.71,0.32,0.44,0.79,0.43,0.44,0.89
qse.csv,0.7,0.71,0.65,0.57,0.68,0.51,0.68,0.71,0.28,0.56,0.64,0.68,0.7,0.86,0.55,0.5,0.78
sauerbraten.csv,0.44,0.82,0.98,0.88,0.7,0.91,1.0,0.93,1.0,0.9,0.81,0.87,0.71,0.59,0.57,0.74,1.03
toped.csv,0.75,0.85,0.82,0.83,0.94,0.7,0.23,0.8,0.86,0.81,0.72,0.68,0.44,0.69,0.5,0.69,0.91
truevision.csv,0.83,0.72,0.49,0.47,0.6,0.45,0.52,0.58,0.4,0.35,0.44,0.42,0.56,0.9,0.53,0.52,0.61
uwom.csv,0.63,0.7,0.5,0.48,0.56,0.58,0.87,0.64,0.86,0.56,0.72,0.7,0.57,0.94,0.3,0.73,0.57
zoolib.csv,0.63,0.66,0.56,0.53,0.66,0.47,0.53,0.61,0.74,0.63,0.39,0.74,0.54,0.86,0.35,0.82,0.57
zxing.csv,0.55,0.97,0.62,0.79,0.64,0.55,0.54,0.76,0.94,0.66,0.91,0.79,0.71,1.19,0.55,0.37,0.37
