,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,megameknet.csv,hannosset.csv,v8.csv,ngl.csv,qmmp.csv,qedo.csv
encog-java.csv,0.0,3.0,0.0,0.0,3.0,74.0,0.0,0.0,1.0,260.0
h2database.csv,9.0,0.0,2.0,1.0,1.0,21.0,0.0,0.0,1.0,0.0
hannosset.csv,9.0,4.0,1.0,5.0,0.0,0.0,0.0,4.0,1.0,1.0
jaql.csv,11.0,1.0,0.0,0.0,20.0,6.0,0.0,0.0,7.0,9.0
megameknet.csv,26.0,0.0,0.0,4.0,0.0,74.0,0.0,0.0,6.0,12.0
ngl.csv,13.0,4.0,1.0,2.0,20.0,7.0,0.0,0.0,5.0,57.0
qedo.csv,12.0,6.0,0.0,0.0,18.0,74.0,0.0,1.0,6.0,0.0
qmmp.csv,31.0,8.0,1.0,7.0,5.0,7.0,0.0,1.0,0.0,46.0
raven-monitoring.csv,15.0,44.0,0.0,3.0,23.0,21.0,0.0,0.0,8.0,2.0
v8.csv,35.0,9.0,0.0,1.0,0.0,16.0,0.0,0.0,2.0,0.0
