,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.25,0.51,0.2,0.0,0.58,0.54,0.34,0.52,0.52,0.38,0.98,0.05
archive-crawler.csv,0.11,0.33,0.11,0.1,0.66,0.61,0.5,0.1,0.19,0.95,0.21,0.1
blue-c.csv,0.36,0.57,0.3,0.1,0.65,1.0,0.59,0.55,0.63,0.32,0.46,0.37
dynalloy.csv,0.37,0.99,0.19,0.0,0.69,0.51,0.54,0.44,0.56,0.43,0.59,0.36
jcae.csv,0.2,0.07,0.94,0.0,0.0,0.18,0.12,0.0,0.04,0.33,0.32,0.0
kmatplot.csv,1.0,0.24,0.08,0.31,0.37,0.16,0.34,0.17,0.26,0.22,0.0,0.38
mscore.csv,0.3,0.4,0.28,0.39,0.57,0.57,0.99,0.52,0.54,0.43,0.45,0.37
nosleepsoftware.csv,0.35,0.0,0.19,1.0,0.33,0.09,0.5,0.26,0.12,0.35,0.16,0.39
openmalaria.csv,0.35,0.53,0.21,0.34,0.58,0.7,0.69,1.0,0.58,0.45,0.44,0.42
popeye-chess.csv,0.38,0.32,0.21,0.54,0.94,0.59,0.68,0.67,0.55,0.41,0.43,0.39
riff-evolve.csv,0.33,0.53,0.23,0.25,0.69,0.64,0.67,0.54,0.98,0.41,0.62,0.36
virtuoso.csv,0.38,0.47,0.2,0.41,0.25,0.71,0.71,0.58,0.59,0.42,0.6,0.96
