,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.61,0.77,0.88,0.71,0.88,0.86,0.93,0.85,0.93,0.7,0.17,0.84
echongl.csv,0.87,0.89,0.86,0.72,0.84,0.84,0.28,0.86,0.91,0.92,0.95,0.88
hazelcast.csv,0.62,0.05,0.7,0.7,0.83,0.68,0.72,0.64,0.74,0.61,0.67,0.71
japano.csv,0.79,0.71,0.85,0.81,0.26,0.89,0.94,0.92,0.96,0.91,0.93,0.77
jmol.csv,0.96,0.91,0.81,0.94,1.0,0.41,1.0,1.0,0.61,0.8,1.01,0.93
mobicents.csv,0.5,0.5,0.73,0.46,0.86,0.88,1.0,0.62,0.62,0.55,0.78,0.6
nunit.csv,0.63,0.42,0.92,0.63,0.68,0.73,0.64,0.59,0.78,0.78,0.72,0.4
openefm.csv,0.37,0.93,0.97,0.82,0.64,0.81,0.86,0.73,0.59,0.72,0.55,0.74
snakeyaml.csv,0.57,0.42,0.83,0.56,0.67,0.69,0.51,0.35,0.68,0.71,0.59,0.69
trackit.csv,0.8,0.84,0.55,0.9,0.87,0.83,0.95,0.93,0.82,0.98,1.0,0.84
unicase.csv,0.75,0.56,0.95,0.68,0.95,0.68,0.49,0.99,0.63,0.48,0.91,0.58
wheat.csv,0.68,0.72,0.66,0.69,0.85,0.73,0.95,0.85,0.41,0.74,0.62,0.76
