,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.4,0.1,0.09,0.19,0.44,0.26,0.0,0.02,0.08,0.39,0.17,0.14
echongl.csv,0.63,0.7,0.7,0.5,0.78,0.65,0.21,0.28,0.17,0.92,0.58,0.59
hazelcast.csv,0.6,0.0,0.61,0.69,0.67,0.61,0.47,0.64,0.67,0.5,0.65,0.65
japano.csv,0.73,0.4,0.83,0.65,0.11,0.87,0.89,0.9,0.96,0.69,0.79,0.45
jmol.csv,0.94,0.9,0.78,0.94,1.0,0.35,1.0,1.0,0.5,0.78,1.0,0.93
mobicents.csv,0.4,0.1,0.43,0.32,0.67,0.87,1.0,0.27,0.42,0.29,0.77,0.39
nunit.csv,0.4,0.2,0.26,0.48,0.44,0.7,0.26,0.19,0.71,0.22,0.67,0.24
openefm.csv,0.21,0.9,0.96,0.81,0.33,0.74,0.79,0.51,0.5,0.62,0.23,0.46
snakeyaml.csv,0.39,0.0,0.35,0.34,0.33,0.22,0.29,0.18,0.38,0.12,0.46,0.15
trackit.csv,0.33,0.2,0.43,0.21,0.0,0.43,0.13,0.04,0.79,0.18,0.04,0.38
unicase.csv,0.72,0.5,0.91,0.67,0.89,0.65,0.32,0.99,0.54,0.41,0.9,0.55
wheat.csv,0.54,0.6,0.26,0.57,0.67,0.09,0.92,0.84,0.25,0.2,0.5,0.65
