,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.4,0.93,0.71,0.64,0.88,0.75,1.0,0.5,0.5,0.74,0.47,0.24
echongl.csv,0.24,0.78,0.56,0.5,0.92,0.76,0.91,0.09,0.43,0.72,0.06,0.13
hazelcast.csv,0.41,1.0,0.66,0.57,0.91,0.83,0.71,0.18,0.54,0.77,0.17,0.23
japano.csv,0.32,0.85,0.63,0.46,0.99,0.8,0.67,0.12,0.52,0.61,0.09,0.18
jmol.csv,0.29,0.84,0.64,0.51,0.93,0.91,0.71,0.13,0.6,0.73,0.12,0.22
mobicents.csv,0.46,0.97,0.63,0.69,0.9,0.81,0.7,0.2,0.6,0.83,0.15,0.27
nunit.csv,0.39,0.95,0.45,0.57,0.94,0.83,0.8,0.26,0.53,0.75,0.15,0.43
openefm.csv,0.62,0.83,0.61,0.53,0.95,0.8,0.68,0.12,0.61,0.73,0.25,0.2
snakeyaml.csv,0.42,1.0,0.56,0.63,0.95,0.88,0.84,0.37,0.57,0.87,0.17,0.36
trackit.csv,0.29,0.83,0.73,0.39,1.0,0.75,0.55,0.22,0.54,0.36,0.0,0.15
unicase.csv,0.35,0.89,0.6,0.57,0.91,0.85,0.84,0.13,0.59,0.83,0.13,0.28
wheat.csv,0.35,0.85,0.73,0.53,0.91,0.93,0.69,0.14,0.76,0.79,0.16,0.2
