,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,1.0,0.14,0.0,0.0,0.47,0.12,0.2,0.09,0.14,0.27,0.0,0.0,0.15,0.0
jicarilla.csv,0.0,0.17,0.96,0.0,0.09,0.06,0.06,0.07,0.0,0.15,0.14,0.06,0.09,0.18
jmule.csv,0.08,0.55,0.15,0.14,0.59,0.43,0.46,0.46,0.38,0.79,0.33,0.12,0.54,0.98
micomt.csv,0.06,0.46,0.6,0.2,0.47,0.35,0.5,0.41,0.92,0.56,0.31,0.06,0.26,0.51
migen.csv,0.25,0.36,0.48,0.04,0.96,0.31,0.33,0.15,0.1,0.59,0.32,0.04,0.41,0.2
mvnforum.csv,0.06,0.11,0.57,0.0,0.41,0.0,0.94,0.32,0.48,0.44,0.26,0.03,0.33,0.0
ng4j.csv,0.13,0.54,0.09,0.17,0.5,0.34,0.51,0.38,0.49,0.71,0.44,0.05,0.98,0.68
open-data-kit.csv,0.13,0.33,0.09,0.14,0.58,0.34,0.38,0.21,0.35,0.99,0.42,0.13,0.38,0.62
opennms.csv,0.0,0.18,0.19,0.12,0.14,0.98,0.2,0.33,0.07,0.14,0.26,0.13,0.21,0.38
ossim.csv,0.0,0.1,0.0,0.97,0.0,0.07,0.11,0.0,0.0,0.03,0.0,0.0,0.0,0.08
plplot.csv,0.12,0.47,0.53,0.12,0.57,0.26,0.46,0.92,0.4,0.64,0.39,0.08,0.42,0.63
qedo.csv,0.0,0.0,0.1,0.0,0.1,0.2,0.0,0.08,0.0,0.09,0.06,0.95,0.11,0.14
tradelink.csv,0.0,0.26,0.09,0.09,0.4,0.1,0.29,0.14,0.14,0.22,0.97,0.05,0.22,0.08
wgs-assembler.csv,0.2,0.92,0.0,0.22,0.29,0.16,0.21,0.31,0.33,0.18,0.4,0.0,0.33,0.26
