,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.5,0.8,0.67,0.67,0.65,0.83,0.75,0.0,0.0,0.93,0.67,0.89,0.83,0.0
jicarilla.csv,0.88,0.89,0.85,0.89,0.9,0.86,0.92,0.89,0.0,0.94,0.89,0.92,0.7,0.67
jmule.csv,0.39,0.39,0.58,0.47,0.39,0.37,0.36,0.55,0.5,0.4,0.36,0.44,0.53,0.48
micomt.csv,0.63,0.57,0.74,0.61,0.62,0.58,0.45,0.78,0.91,0.61,0.55,0.53,0.79,0.45
migen.csv,0.83,0.96,0.72,0.95,0.55,0.91,0.92,0.8,0.86,0.57,0.92,0.62,0.95,0.83
mvnforum.csv,0.52,0.93,0.96,0.98,0.9,0.75,0.72,0.9,0.94,0.94,0.89,0.98,0.94,0.0
ng4j.csv,0.77,0.43,0.8,0.48,0.58,0.54,0.37,0.75,0.66,0.44,0.54,0.54,0.76,0.48
open-data-kit.csv,0.48,0.75,0.69,0.53,0.41,0.51,0.71,0.71,0.4,0.44,0.51,0.41,0.7,0.67
opennms.csv,0.83,0.83,0.89,0.81,0.9,0.72,0.92,0.67,0.8,0.86,0.71,0.99,0.89,0.57
ossim.csv,0.0,0.5,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.63,0.0,0.0
plplot.csv,0.5,0.35,0.69,0.45,0.43,0.49,0.39,0.72,0.65,0.53,0.43,0.44,0.51,0.36
qedo.csv,0.5,0.0,0.83,0.92,0.88,0.92,0.5,0.67,0.0,0.89,0.92,0.95,0.93,0.75
tradelink.csv,0.83,0.93,0.77,0.74,0.69,0.92,0.9,0.88,0.0,0.93,0.94,0.46,0.86,0.5
wgs-assembler.csv,0.88,0.7,0.86,0.8,0.88,0.95,0.91,0.91,0.91,0.91,0.83,0.53,0.9,0.86
