,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.0,0.92,1.0,1.0,0.66,0.93,0.86,0.95,0.92,0.84,1.0,1.01,0.9,1.0
jicarilla.csv,1.01,0.9,0.06,1.0,0.96,0.97,0.98,0.96,1.0,0.94,0.9,0.96,0.97,1.02
jmule.csv,0.66,0.69,0.97,0.64,0.66,0.78,0.65,0.56,0.73,0.56,0.78,0.8,0.47,0.04
micomt.csv,0.65,0.62,0.68,0.44,0.67,0.72,0.64,0.64,0.15,0.75,0.66,1.05,0.79,0.72
migen.csv,0.5,0.72,0.66,0.91,0.06,0.74,0.74,0.91,0.93,0.58,0.74,1.05,0.63,0.88
mvnforum.csv,0.67,0.94,0.55,1.03,0.71,1.0,0.06,0.77,0.49,0.72,0.76,0.97,0.72,1.0
ng4j.csv,0.53,0.57,0.96,0.49,0.61,0.7,0.61,0.69,0.39,0.48,0.47,0.97,0.02,0.41
open-data-kit.csv,0.38,0.76,0.99,0.57,0.57,0.76,0.69,0.84,0.83,0.02,0.5,0.76,0.63,0.51
opennms.csv,1.01,0.9,0.89,0.73,0.93,0.01,0.86,0.73,0.95,0.92,0.74,0.76,0.86,0.79
ossim.csv,1.0,0.95,1.0,0.06,1.0,0.96,0.94,1.0,1.0,0.99,1.0,1.03,1.0,0.96
plplot.csv,0.42,0.86,0.69,0.8,0.7,0.82,0.63,0.14,0.51,0.59,0.6,0.96,0.58,0.62
qedo.csv,1.0,1.0,0.95,1.0,0.95,0.87,1.0,0.95,1.0,0.95,0.96,0.09,0.93,0.92
tradelink.csv,1.01,0.83,0.99,0.79,0.72,0.94,0.79,0.91,0.92,0.88,0.05,0.97,0.85,0.96
wgs-assembler.csv,0.51,0.15,1.02,0.53,0.82,0.89,0.85,0.77,0.7,0.9,0.74,1.05,0.75,0.84
