,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.0,0.03,0.08,0.01,0.12,0.05,0.2,0.0,0.0,0.05,0.04,0.15,0.07,0.0
jicarilla.csv,0.11,0.07,0.05,0.03,0.19,0.08,0.27,0.14,0.0,0.23,0.09,0.05,0.36,0.59
jmule.csv,0.66,0.67,0.41,0.61,0.6,0.77,0.59,0.46,0.73,0.55,0.75,0.59,0.44,0.0
micomt.csv,0.41,0.31,0.62,0.31,0.42,0.55,0.61,0.18,0.0,0.57,0.4,0.79,0.46,0.59
migen.csv,0.07,0.21,0.38,0.27,0.02,0.19,0.16,0.05,0.1,0.27,0.09,0.65,0.19,0.1
mvnforum.csv,0.45,0.17,0.19,0.23,0.21,0.05,0.02,0.09,0.15,0.23,0.18,0.18,0.17,0.03
ng4j.csv,0.17,0.46,0.22,0.42,0.26,0.45,0.59,0.16,0.36,0.32,0.3,0.44,0.02,0.24
open-data-kit.csv,0.38,0.24,0.3,0.43,0.42,0.6,0.18,0.23,0.83,0.02,0.43,0.61,0.39,0.1
opennms.csv,0.17,0.03,0.14,0.23,0.16,0.01,0.2,0.16,0.24,0.02,0.29,0.33,0.1,0.48
ossim.csv,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.23,0.0,0.0
plplot.csv,0.42,0.83,0.54,0.79,0.65,0.51,0.57,0.0,0.46,0.41,0.56,0.76,0.42,0.59
qedo.csv,0.03,0.0,0.11,0.05,0.14,0.12,0.05,0.04,0.0,0.11,0.14,0.0,0.22,0.07
tradelink.csv,0.17,0.11,0.3,0.26,0.14,0.13,0.14,0.11,0.0,0.11,0.0,0.44,0.07,0.03
wgs-assembler.csv,0.1,0.0,0.19,0.18,0.05,0.22,0.18,0.11,0.12,0.07,0.01,0.31,0.08,0.1
