,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,1.0,0.1,0.0,0.0,0.4,0.09,0.2,0.06,0.1,0.19,0.0,0.0,0.12,0.0
jicarilla.csv,0.0,0.12,0.97,0.0,0.07,0.05,0.07,0.06,0.0,0.11,0.13,0.06,0.12,0.19
jmule.csv,0.72,0.65,0.14,0.67,0.63,0.56,0.63,0.64,0.65,0.73,0.55,0.44,0.77,0.97
micomt.csv,0.52,0.49,0.62,0.69,0.49,0.52,0.68,0.43,0.88,0.49,0.49,0.29,0.38,0.54
migen.csv,0.55,0.35,0.48,0.14,0.95,0.33,0.32,0.12,0.1,0.52,0.3,0.2,0.45,0.15
mvnforum.csv,0.51,0.1,0.52,0.0,0.36,0.0,0.95,0.28,0.58,0.36,0.3,0.06,0.34,0.0
ng4j.csv,0.54,0.64,0.07,0.71,0.48,0.48,0.69,0.38,0.8,0.65,0.64,0.16,1.0,0.69
open-data-kit.csv,0.89,0.32,0.07,0.61,0.61,0.5,0.37,0.22,0.51,1.0,0.7,0.51,0.52,0.55
opennms.csv,0.0,0.12,0.14,0.35,0.11,1.0,0.2,0.33,0.1,0.1,0.36,0.36,0.18,0.4
ossim.csv,0.0,0.06,0.0,0.95,0.0,0.05,0.07,0.0,0.0,0.01,0.0,0.0,0.0,0.05
plplot.csv,0.87,0.45,0.55,0.54,0.61,0.38,0.63,0.88,0.71,0.58,0.68,0.36,0.6,0.67
qedo.csv,0.0,0.0,0.07,0.0,0.07,0.17,0.0,0.06,0.0,0.06,0.06,0.93,0.12,0.1
tradelink.csv,0.0,0.21,0.07,0.29,0.33,0.09,0.26,0.12,0.1,0.16,0.96,0.16,0.18,0.05
wgs-assembler.csv,0.55,0.88,0.0,0.54,0.21,0.17,0.2,0.28,0.36,0.13,0.3,0.0,0.29,0.2
