,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,1.0,0.6,0.0,0.0,0.71,0.33,0.25,1.0,1.0,0.86,0.0,0.0,0.33,0.0
jicarilla.csv,0.0,0.44,0.94,0.0,0.2,0.14,0.08,0.11,0.0,0.41,0.22,0.08,0.09,0.19
jmule.csv,0.04,0.41,0.21,0.07,0.49,0.29,0.33,0.35,0.23,0.73,0.21,0.07,0.4,1.0
micomt.csv,0.03,0.45,0.51,0.12,0.47,0.26,0.36,0.44,1.0,0.61,0.22,0.04,0.21,0.45
migen.csv,0.17,0.44,0.52,0.03,0.97,0.35,0.42,0.4,0.14,0.76,0.42,0.02,0.42,0.5
mvnforum.csv,0.03,0.2,0.7,0.0,0.55,0.0,0.94,0.5,0.44,0.71,0.26,0.02,0.38,0.0
ng4j.csv,0.08,0.45,0.2,0.1,0.58,0.27,0.37,0.44,0.34,0.78,0.34,0.03,0.95,0.7
open-data-kit.csv,0.07,0.39,0.15,0.08,0.54,0.25,0.43,0.24,0.21,0.99,0.3,0.08,0.3,0.8
opennms.csv,0.0,0.67,0.44,0.07,0.3,0.97,0.25,0.4,0.07,0.86,0.21,0.08,0.33,0.39
ossim.csv,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0
plplot.csv,0.06,0.34,0.49,0.06,0.47,0.2,0.34,1.0,0.27,0.71,0.26,0.05,0.32,0.53
qedo.csv,0.0,0.0,0.33,0.0,0.25,0.31,0.0,0.33,0.0,0.44,0.08,1.0,0.13,0.5
tradelink.csv,0.0,0.47,0.15,0.05,0.62,0.17,0.4,0.25,1.0,0.67,1.0,0.03,0.43,0.5
wgs-assembler.csv,0.12,1.0,0.0,0.14,0.75,0.19,0.27,0.45,0.36,0.73,0.83,0.0,0.5,0.57
