,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.0,1.0,69.0,281.0,1.0,3.0,3.0,0.0,0.0,0.0,95.0,260.0,2.0,52.0
jicarilla.csv,72.0,1.0,1.0,281.0,5.0,0.0,9.0,2.0,71.0,0.0,0.0,10.0,0.0,7.0
jmule.csv,35.0,5.0,3.0,18.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,20.0,6.0,0.0
micomt.csv,25.0,1.0,4.0,32.0,7.0,1.0,1.0,4.0,0.0,3.0,5.0,0.0,1.0,4.0
migen.csv,3.0,4.0,1.0,18.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0
mvnforum.csv,25.0,5.0,5.0,281.0,1.0,104.0,0.0,3.0,2.0,4.0,1.0,0.0,1.0,52.0
ng4j.csv,4.0,2.0,0.0,38.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,30.0,0.0,0.0
open-data-kit.csv,17.0,1.0,3.0,50.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0
opennms.csv,72.0,1.0,0.0,18.0,3.0,0.0,5.0,3.0,4.0,0.0,0.0,54.0,0.0,3.0
ossim.csv,72.0,0.0,69.0,0.0,76.0,0.0,0.0,77.0,71.0,1.0,95.0,260.0,78.0,0.0
plplot.csv,22.0,7.0,5.0,39.0,2.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0
qedo.csv,72.0,108.0,1.0,281.0,4.0,0.0,61.0,1.0,71.0,2.0,4.0,0.0,13.0,1.0
tradelink.csv,72.0,3.0,5.0,26.0,1.0,5.0,0.0,2.0,0.0,1.0,0.0,15.0,2.0,0.0
wgs-assembler.csv,4.0,0.0,69.0,14.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0
