,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.17,0.66,0.14,0.17,0.28,0.06,0.34,0.09,0.0,0.16,0.08,0.28,0.1,0.0
jicarilla.csv,0.0,0.01,0.22,0.01,0.4,0.0,0.14,0.02,0.47,0.2,0.06,0.05,0.2,0.76
jmule.csv,0.63,0.54,0.35,0.56,0.47,0.71,0.68,0.39,0.66,0.32,0.6,0.52,0.27,0.14
micomt.csv,0.82,0.4,0.76,0.71,0.53,0.71,0.84,0.75,0.12,0.55,0.58,0.71,0.61,0.72
migen.csv,0.2,0.09,0.35,0.23,0.26,0.36,0.14,0.11,0.34,0.32,0.25,0.6,0.15,0.0
mvnforum.csv,0.59,0.37,0.16,0.38,0.28,0.17,0.25,0.74,0.27,0.52,0.3,0.33,0.32,0.0
ng4j.csv,0.37,0.5,0.3,0.51,0.49,0.6,0.7,0.26,0.19,0.2,0.55,0.72,0.29,0.03
open-data-kit.csv,0.32,0.56,0.73,0.77,0.72,0.82,0.8,0.25,0.92,0.16,0.65,0.79,0.73,0.62
opennms.csv,0.21,0.5,0.22,0.18,0.37,0.23,0.25,0.18,0.64,0.41,0.22,0.33,0.39,0.72
ossim.csv,0.31,0.56,0.32,0.28,0.63,0.48,0.34,0.42,0.75,0.34,0.38,0.38,0.42,1.0
plplot.csv,0.68,0.97,0.22,0.3,0.35,0.26,0.43,0.18,0.14,0.16,0.26,0.29,0.12,0.28
qedo.csv,0.24,0.21,0.27,0.3,0.47,0.25,0.09,0.49,0.66,0.16,0.21,0.24,0.15,0.38
tradelink.csv,0.56,0.37,0.32,0.22,0.49,0.38,0.59,0.33,0.05,0.64,0.38,0.24,0.75,0.66
wgs-assembler.csv,0.3,0.33,0.19,0.47,0.42,0.31,0.39,0.09,0.93,0.39,0.22,0.46,0.42,0.17
