,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.69,0.2,0.82,0.65,0.42,0.36,0.67,0.88,0.35,0.26,0.83,0.69,0.15,0.6,1.0
biodwh.csv,0.72,0.05,0.69,0.62,0.33,0.42,0.65,1.0,0.67,0.52,0.86,0.33,0.46,0.7,0.96
brlcad.csv,0.62,0.4,0.88,0.8,0.67,0.27,1.0,0.89,0.26,0.0,0.56,0.72,0.21,0.0,1.0
delphilhlplib.csv,0.65,0.49,0.88,0.91,0.39,0.26,0.83,0.89,0.3,0.81,0.75,0.92,0.16,0.8,0.96
exordium.csv,0.69,0.47,0.86,0.82,0.59,0.32,0.53,1.0,0.38,0.7,0.75,0.73,0.19,0.76,0.89
fltk.csv,0.69,0.25,0.82,0.76,0.35,0.24,0.5,0.95,0.19,0.46,0.76,0.9,0.17,0.39,0.82
gzigzag.csv,0.72,0.34,0.85,0.66,0.6,0.32,0.56,0.94,0.21,0.73,0.76,0.66,0.17,0.76,0.77
jcache.csv,0.64,0.28,0.77,0.63,0.28,0.22,0.35,0.98,0.25,0.61,0.65,0.94,0.22,0.82,0.79
mimosa.csv,0.61,0.28,0.76,0.71,0.25,0.24,0.38,0.98,0.21,0.76,0.63,0.92,0.12,0.69,0.69
moast.csv,0.57,0.22,0.78,0.55,0.33,0.24,0.29,0.96,0.2,0.47,0.5,0.99,0.17,0.29,0.74
mptvseries.csv,0.77,0.32,0.0,0.9,0.64,0.5,0.6,0.89,0.0,0.57,0.89,0.0,0.25,1.0,0.94
ogre.csv,0.5,0.24,0.72,0.61,0.16,0.25,0.24,1.0,0.15,0.71,0.68,0.88,0.17,0.36,0.71
qdvdauthor.csv,0.7,0.23,0.66,0.58,0.25,0.27,0.47,0.96,0.11,0.49,0.82,0.99,0.04,0.39,0.86
sauerbraten.csv,0.81,0.25,0.71,0.57,0.27,0.27,0.38,0.98,0.14,0.53,0.68,0.91,0.14,0.44,0.78
zxing.csv,0.71,0.19,0.7,0.62,0.35,0.26,0.54,0.94,0.22,0.46,0.82,0.81,0.18,0.7,0.92
