,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.71,0.1,0.11,0.39,0.12,0.23,0.16,0.5,0.29,0.48,0.21,0.66,0.58,0.15,0.0
biodwh.csv,0.33,0.39,0.22,0.7,0.21,0.12,0.19,0.0,0.03,0.76,0.16,0.07,0.18,0.2,0.06
brlcad.csv,0.96,0.39,0.17,0.02,0.02,0.2,0.0,0.5,0.34,0.0,0.21,0.41,0.21,0.0,0.0
delphilhlplib.csv,0.83,0.14,0.33,0.05,0.45,0.58,0.06,0.5,0.34,0.12,0.32,0.69,0.3,0.12,0.06
exordium.csv,0.58,0.11,0.33,0.1,0.2,0.44,0.23,0.0,0.19,0.17,0.16,0.41,0.31,0.15,0.12
fltk.csv,0.67,0.26,0.33,0.27,0.36,0.7,0.32,0.5,0.94,0.9,0.42,0.86,0.48,0.85,0.47
gzigzag.csv,0.42,0.27,0.22,0.21,0.07,0.37,0.13,1.0,0.5,0.17,0.21,0.76,0.62,0.17,0.18
jcache.csv,0.83,0.86,0.89,0.46,0.88,0.78,0.35,1.0,0.57,0.4,0.89,0.52,0.35,0.17,0.71
mimosa.csv,1.0,0.86,0.94,0.26,0.91,0.9,0.74,1.0,0.91,0.24,0.95,0.69,0.52,0.24,0.82
moast.csv,0.12,0.77,0.22,0.21,0.25,0.8,0.32,0.5,0.24,0.95,0.21,0.07,0.82,0.73,0.41
mptvseries.csv,0.29,0.45,0.0,0.05,0.07,0.06,0.26,0.5,0.15,0.29,0.11,0.0,0.04,0.0,0.06
ogre.csv,0.12,0.4,0.72,0.49,0.82,0.85,0.81,0.0,0.69,0.24,0.68,1.0,0.49,0.9,0.88
qdvdauthor.csv,0.33,0.89,0.67,0.82,0.84,0.4,0.58,1.0,0.71,0.62,0.37,0.07,0.37,0.95,0.24
sauerbraten.csv,0.29,0.95,0.78,0.99,0.93,0.75,0.97,1.0,0.96,0.74,1.0,0.79,0.86,0.95,0.76
zxing.csv,0.54,0.22,0.89,0.66,0.23,0.52,0.39,0.5,0.57,0.9,0.32,0.79,0.7,0.34,0.24
