,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.92,0.43,0.99,0.84,0.79,0.74,0.86,0.73,0.91,0.74,0.29,0.67,0.79,0.97,0.68,0.5,0.6
delphilhlplib.csv,0.95,0.92,0.43,0.89,0.62,0.53,0.65,0.5,0.54,0.47,0.71,0.47,0.55,0.99,0.79,0.52,1.0
exordium.csv,0.97,0.75,0.48,0.74,0.69,0.89,0.84,0.67,0.37,0.61,0.97,0.59,0.78,0.87,0.86,0.38,1.0
fltk.csv,0.87,0.38,0.7,0.58,0.66,0.53,0.57,0.55,0.89,0.37,0.13,0.56,0.51,0.99,0.75,0.57,1.0
genoviz.csv,0.15,0.51,0.05,0.11,0.31,0.05,0.12,0.08,0.06,0.03,0.0,0.08,0.03,0.09,0.17,0.0,1.0
gzigzag.csv,0.77,0.26,0.19,0.32,0.59,0.26,0.35,0.24,0.4,0.18,0.1,0.24,0.28,0.16,0.51,0.32,0.8
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72,1.0,1.0,0.97,1.0,1.0,1.0,0.0,1.0,1.0
moast.csv,0.28,0.28,0.51,0.37,0.9,0.26,1.0,0.33,1.0,0.26,0.13,0.52,0.24,0.97,0.37,0.38,0.8
mptvseries.csv,0.72,0.02,0.36,0.47,0.31,0.68,0.45,0.24,0.51,0.42,0.32,0.21,0.34,0.0,0.63,0.36,0.8
openfrag.csv,0.95,0.92,0.79,0.84,0.66,0.68,0.88,0.69,0.51,0.58,0.32,0.73,0.7,0.94,0.76,0.55,0.8
qse.csv,0.74,0.55,0.82,0.74,0.79,0.63,0.94,0.66,0.77,0.55,0.71,0.36,0.49,1.0,0.59,0.77,0.6
sauerbraten.csv,0.79,0.64,0.99,0.95,0.9,1.0,0.92,0.87,1.0,0.97,0.71,0.97,0.94,1.0,0.89,0.79,0.2
toped.csv,1.0,0.92,0.99,0.95,0.93,0.89,0.84,0.9,0.97,0.58,0.61,0.83,0.85,0.98,0.79,0.91,1.0
truevision.csv,0.97,0.68,0.75,1.0,0.55,0.63,0.75,0.66,0.69,0.71,0.9,0.5,0.67,1.0,0.9,0.48,0.8
uwom.csv,0.87,0.34,0.59,0.89,0.48,0.74,0.14,0.68,0.14,0.53,0.39,0.36,0.91,0.07,0.85,0.34,0.8
zoolib.csv,0.9,0.58,0.39,0.74,0.62,0.53,0.55,0.4,0.26,0.34,0.65,0.24,0.49,0.99,0.73,0.14,0.8
zxing.csv,0.56,0.47,0.66,0.32,0.52,0.63,0.63,0.4,0.23,0.63,0.19,0.29,0.4,0.17,0.59,0.77,0.8
