,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.72,0.44,0.43,0.72,0.68,0.56,0.81,0.54,0.55,0.71,0.33,0.63,0.78,0.86,0.7,0.54,0.54
delphilhlplib.csv,0.3,0.86,0.48,0.77,0.57,0.58,0.67,0.53,0.59,0.52,0.72,0.52,0.57,0.72,0.7,0.56,0.59
exordium.csv,0.17,0.72,0.52,0.74,0.6,0.6,0.71,0.61,0.42,0.63,0.53,0.61,0.64,0.77,0.71,0.43,0.75
fltk.csv,0.69,0.42,0.71,0.59,0.58,0.57,0.6,0.55,0.78,0.42,0.16,0.6,0.55,0.5,0.75,0.57,0.84
genoviz.csv,0.18,0.52,0.06,0.13,0.35,0.06,0.15,0.1,0.07,0.04,0.0,0.1,0.04,0.11,0.2,0.0,0.98
gzigzag.csv,0.69,0.3,0.22,0.37,0.61,0.3,0.39,0.28,0.45,0.22,0.12,0.28,0.32,0.18,0.54,0.36,0.66
irrlicht.csv,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
moast.csv,0.32,0.31,0.52,0.4,0.45,0.29,0.0,0.37,0.0,0.29,0.16,0.55,0.27,0.96,0.36,0.4,0.62
mptvseries.csv,0.68,0.02,0.41,0.52,0.36,0.69,0.5,0.28,0.56,0.47,0.37,0.25,0.38,0.0,0.63,0.41,0.76
openfrag.csv,0.56,0.49,0.68,0.76,0.58,0.7,0.79,0.65,0.56,0.6,0.36,0.74,0.7,0.49,0.74,0.58,0.35
qse.csv,0.62,0.52,0.68,0.7,0.59,0.65,0.69,0.59,0.78,0.57,0.67,0.4,0.51,0.36,0.6,0.71,0.48
sauerbraten.csv,0.76,0.33,0.13,0.44,0.48,0.13,0.37,0.49,0.0,0.13,0.53,0.09,0.71,0.61,0.72,0.37,0.18
toped.csv,0.41,0.24,0.17,0.58,0.17,0.66,0.85,0.47,0.53,0.57,0.56,0.63,0.72,0.5,0.65,0.39,0.09
truevision.csv,0.17,0.59,0.7,0.52,0.54,0.66,0.66,0.6,0.71,0.72,0.79,0.55,0.62,0.27,0.78,0.53,0.55
uwom.csv,0.69,0.38,0.61,0.79,0.52,0.66,0.17,0.59,0.17,0.57,0.44,0.41,0.7,0.09,0.82,0.39,0.69
zoolib.csv,0.73,0.55,0.44,0.71,0.57,0.58,0.57,0.44,0.3,0.39,0.68,0.28,0.52,0.69,0.73,0.17,0.74
zxing.csv,0.56,0.43,0.62,0.37,0.54,0.63,0.64,0.44,0.27,0.62,0.22,0.33,0.44,0.13,0.63,0.74,0.74
