,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.71,0.72,0.6,0.35,0.3,0.39,0.94,0.77,0.46,0.5,0.18,0.63,0.79,0.95,0.46,0.88,0.1
delphilhlplib.csv,0.63,0.89,0.82,0.38,0.25,0.83,0.94,0.85,0.86,0.69,0.2,0.84,0.66,0.92,0.3,0.91,0.12
exordium.csv,0.62,0.85,0.71,0.48,0.26,0.42,0.9,0.81,1.0,0.52,0.1,0.7,0.6,0.93,0.29,0.88,0.15
fltk.csv,0.69,0.77,0.77,0.37,0.25,0.59,0.94,0.81,0.58,0.58,0.21,0.79,0.74,0.9,0.48,0.82,0.19
genoviz.csv,0.86,0.77,1.0,1.0,0.36,0.33,1.0,0.88,1.0,1.0,0.0,1.0,1.0,0.95,0.65,0.0,0.5
gzigzag.csv,0.71,0.88,0.63,0.75,0.38,0.5,0.86,0.82,1.0,0.78,0.07,0.89,0.7,0.67,0.36,0.86,0.12
irrlicht.csv,0.62,0.75,0.57,0.25,0.24,0.38,0.85,0.83,0.43,0.35,0.08,0.55,0.55,0.89,0.0,0.77,0.1
moast.csv,0.65,0.65,0.62,0.26,0.25,0.28,0.85,0.8,0.43,0.27,0.07,0.68,0.41,0.99,0.13,0.72,0.12
mptvseries.csv,0.72,0.5,0.81,0.53,0.5,0.62,0.96,0.81,0.82,0.73,0.2,0.88,0.66,1.0,0.34,0.95,0.19
openfrag.csv,0.66,0.77,0.65,0.38,0.25,0.68,0.92,0.83,0.95,0.54,0.14,0.8,0.75,0.9,0.4,0.89,0.09
qse.csv,0.66,0.74,0.65,0.37,0.26,0.6,0.89,0.79,0.79,0.49,0.13,0.65,0.6,0.9,0.33,0.84,0.08
sauerbraten.csv,0.79,0.68,0.57,0.27,0.25,0.39,0.85,0.78,0.43,0.35,0.08,0.55,0.64,0.91,0.3,0.75,0.02
toped.csv,0.65,0.74,0.58,0.3,0.23,0.45,0.98,0.78,0.47,0.41,0.09,0.6,0.66,0.9,0.26,0.77,0.1
truevision.csv,0.62,0.77,0.69,0.29,0.25,0.67,0.88,0.8,0.75,0.63,0.15,0.82,0.61,0.89,0.34,0.93,0.11
uwom.csv,0.69,0.78,0.71,0.4,0.42,0.45,0.88,0.79,0.83,0.61,0.18,0.89,0.64,0.83,0.47,0.95,0.14
zoolib.csv,0.71,0.76,0.82,0.39,0.26,0.91,0.9,0.85,0.9,0.52,0.23,0.89,0.67,0.92,0.44,0.89,0.17
zxing.csv,0.67,0.68,0.64,0.4,0.29,0.5,0.91,0.82,1.0,0.44,0.07,0.66,0.69,0.6,0.52,0.88,0.17
