,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.62,0.5,0.87,0.54,0.57,0.71,0.33,0.73,0.79,0.39,0.12,0.49,0.25,0.41,0.23,0.24,0.62
delphilhlplib.csv,0.92,0.33,0.13,0.5,0.58,0.06,0.22,0.29,0.06,0.11,0.26,0.11,0.35,0.66,0.51,0.18,0.78
exordium.csv,0.96,0.39,0.26,0.27,0.6,0.74,0.56,0.55,0.0,0.3,0.81,0.32,0.62,0.48,0.58,0.18,0.62
fltk.csv,0.62,0.33,0.27,0.34,0.61,0.23,0.22,0.43,0.47,0.14,0.05,0.19,0.22,0.83,0.23,0.41,0.49
genoviz.csv,0.04,0.44,0.0,0.0,0.17,0.06,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.11
gzigzag.csv,0.5,0.11,0.15,0.04,0.3,0.16,0.33,0.18,0.0,0.03,0.12,0.04,0.15,0.62,0.25,0.18,0.62
irrlicht.csv,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.51,1.0,1.0,0.99,1.0,1.0,1.0,0.0,1.0,1.0
moast.csv,0.25,0.44,0.41,0.36,0.85,0.42,1.0,0.27,1.0,0.38,0.17,0.3,0.42,0.07,0.69,0.47,0.67
mptvseries.csv,0.46,0.06,0.11,0.14,0.1,0.26,0.11,0.2,0.09,0.08,0.12,0.04,0.22,0.0,0.35,0.06,0.38
openfrag.csv,0.79,0.83,0.56,0.46,0.62,0.19,0.44,0.47,0.02,0.27,0.18,0.23,0.29,0.83,0.32,0.24,0.89
qse.csv,0.62,0.56,0.6,0.43,0.71,0.26,0.67,0.59,0.15,0.31,0.44,0.25,0.4,0.9,0.34,0.47,0.73
sauerbraten.csv,0.33,0.89,0.97,0.86,0.83,0.97,0.89,0.82,1.0,0.97,0.74,0.98,0.64,0.76,0.59,0.88,0.87
toped.csv,0.88,0.94,0.96,0.77,0.96,0.68,0.11,0.84,0.81,0.45,0.57,0.68,0.55,0.83,0.62,0.88,0.98
truevision.csv,0.96,0.61,0.44,0.82,0.51,0.19,0.56,0.55,0.17,0.23,0.48,0.13,0.53,0.93,0.49,0.12,0.76
uwom.csv,0.62,0.28,0.31,0.46,0.2,0.55,0.11,0.61,0.02,0.18,0.17,0.06,0.64,0.1,0.27,0.06,0.56
zoolib.csv,0.58,0.56,0.12,0.39,0.56,0.03,0.33,0.24,0.02,0.17,0.2,0.04,0.29,0.69,0.26,0.06,0.42
zxing.csv,0.46,0.67,0.5,0.16,0.39,0.39,0.33,0.29,0.0,0.42,0.24,0.19,0.22,0.93,0.15,0.35,0.44
