,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.19,0.08,0.07,0.47,0.05,0.39,0.15,0.03,0.67,0.3,0.18,0.05,0.03,0.25,0.33,0.27,0.0,0.3
alsa.csv,0.5,0.13,0.41,0.06,0.05,0.16,0.99,0.2,0.08,0.54,0.1,0.21,0.17,0.42,0.83,0.22,0.0,0.24
boost.csv,0.31,0.22,0.52,0.65,0.72,0.76,0.5,0.57,0.33,0.97,0.57,0.76,0.6,0.47,0.33,0.49,0.62,0.75
fmri-dmt.csv,0.12,0.24,0.0,0.0,0.1,0.11,0.03,0.0,0.08,0.09,0.04,0.08,0.0,0.5,1.0,0.0,0.0,0.05
genecys.csv,0.92,0.93,0.83,0.88,0.82,1.0,0.86,0.93,1.0,0.98,0.94,0.92,0.99,0.97,1.0,0.7,0.75,0.95
gusanos.csv,0.38,0.39,0.52,0.59,0.46,0.6,0.71,0.57,0.5,0.46,0.97,0.79,0.9,0.53,0.33,0.49,0.25,0.7
hatari.csv,0.48,0.41,0.97,0.47,0.87,0.24,0.7,0.6,0.33,0.66,0.43,0.71,0.37,0.58,0.83,0.49,0.62,0.4
n2cms.csv,0.98,0.21,0.31,0.29,0.56,0.53,0.32,0.13,0.08,0.27,0.46,0.32,0.73,0.53,0.83,0.19,0.0,0.3
nug.csv,0.35,0.49,0.34,0.94,0.38,0.37,0.2,0.17,0.42,0.13,0.33,0.24,0.01,0.42,0.33,0.46,0.0,0.54
nuttx.csv,0.42,0.99,0.45,0.53,0.1,0.32,0.5,0.53,0.5,0.5,0.4,0.16,0.73,0.64,1.0,0.22,0.25,0.43
proftp.csv,0.27,0.13,0.21,0.41,0.62,0.47,0.31,1.0,0.5,0.29,0.43,0.63,0.02,0.5,0.5,0.19,0.38,0.38
pydev.csv,0.4,0.65,0.72,0.47,0.77,0.55,0.36,0.33,0.25,0.43,0.36,0.47,0.39,0.92,0.5,0.46,0.25,0.4
tcl.csv,0.02,0.16,0.1,0.41,0.92,0.1,0.17,0.43,0.33,0.28,0.24,0.11,0.0,0.17,0.0,0.16,0.38,0.18
truevision.csv,0.6,0.21,0.31,0.29,0.0,0.31,0.2,0.53,0.33,0.48,0.22,0.97,0.13,0.75,1.0,0.22,0.0,0.53
uclmda.csv,0.17,0.62,0.14,0.12,0.31,0.06,0.39,0.6,0.25,0.33,0.82,0.66,1.0,0.17,0.17,0.57,0.88,0.14
uwom.csv,0.44,1.0,0.1,0.41,0.64,0.02,0.97,0.33,0.33,0.53,0.18,0.47,0.61,0.5,0.5,0.14,0.0,0.96
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0
wxstudio.csv,0.48,0.15,0.72,0.47,0.31,0.37,0.21,0.47,0.75,0.32,0.46,0.61,0.74,0.42,0.5,1.0,0.5,0.46
