,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.21,0.3,0.78,0.25,0.23,0.35,0.0,0.5,0.0,0.31,0.32,0.93,0.39,0.0,0.24
biodwh.csv,0.25,0.12,0.5,0.11,0.07,0.09,0.06,0.5,0.0,0.05,0.05,0.03,0.0,0.05,0.06
brlcad.csv,0.96,0.0,0.89,0.92,0.71,0.81,0.74,0.5,0.9,0.93,0.84,0.97,0.69,0.9,0.76
delphilhlplib.csv,0.71,0.93,0.0,0.66,0.71,0.6,0.74,0.5,0.88,0.71,0.63,0.93,0.66,0.88,0.76
exordium.csv,0.04,0.43,0.56,0.03,0.0,0.32,0.45,0.25,0.46,0.38,0.26,0.93,0.21,0.73,0.18
fltk.csv,0.54,0.46,0.17,0.02,0.38,0.44,0.19,0.25,0.29,0.21,0.47,0.34,0.18,0.07,0.0
gzigzag.csv,0.08,0.12,0.72,0.27,0.14,0.0,0.35,0.5,0.25,0.02,0.26,0.41,0.31,0.15,0.18
jcache.csv,0.71,0.82,1.0,0.33,0.48,0.66,0.55,0.5,0.66,0.57,0.32,0.48,0.7,0.02,0.47
mimosa.csv,0.75,0.82,0.56,0.4,0.7,0.37,0.48,0.5,0.46,0.02,0.53,0.1,0.45,0.22,0.18
moast.csv,1.0,1.0,0.89,1.0,1.0,0.84,1.0,1.0,0.79,0.69,1.0,0.0,0.86,0.37,0.88
mptvseries.csv,0.54,0.54,0.06,0.19,0.16,0.22,0.03,0.0,0.21,0.12,0.21,0.14,0.13,0.07,0.0
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.94,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qdvdauthor.csv,0.17,0.25,0.06,0.6,0.84,0.14,0.55,0.75,0.34,0.55,0.0,0.0,0.15,0.2,0.24
sauerbraten.csv,0.0,0.59,0.61,0.28,0.32,0.3,0.32,0.25,0.26,0.26,0.53,0.48,0.41,0.12,0.24
zxing.csv,0.42,0.0,0.78,0.41,0.14,0.41,0.35,0.75,0.26,0.45,0.32,0.55,0.48,0.49,0.0
