,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,5.0,5.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,4.0,0.0,0.0,0.0,8.0
delphilhlplib.csv,4.0,0.0,0.0,0.0,6.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,14.0
exordium.csv,4.0,0.0,1.0,1.0,4.0,10.0,4.0,2.0,0.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,9.0
fltk.csv,2.0,0.0,0.0,2.0,5.0,31.0,5.0,2.0,0.0,0.0,10.0,0.0,8.0,1.0,4.0,1.0,1.0,1.0,15.0
genoviz.csv,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,1.0,1.0
gzigzag.csv,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,1.0,0.0,1.0,18.0
irrlicht.csv,6.0,1509.0,1.0,3.0,14.0,1.0,5.0,6.0,0.0,0.0,7.0,1.0,15.0,3.0,0.0,1.0,2.0,0.0,28.0
kmess.csv,0.0,1509.0,2.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,16.0,0.0,1.0,1.0,2.0,248.0,49.0
moast.csv,2.0,4.0,10.0,2.0,7.0,7.0,8.0,7.0,0.0,0.0,7.0,21.0,17.0,0.0,0.0,1.0,1.0,0.0,17.0
mptvseries.csv,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0
nativeclient.csv,2.0,2.0,1.0,1.0,11.0,18.0,3.0,1.0,0.0,0.0,3.0,2.0,6.0,1.0,3.0,0.0,1.0,0.0,21.0
openfrag.csv,2.0,0.0,1.0,0.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,5.0,0.0,2.0,0.0,22.0
phet.csv,6.0,5.0,0.0,2.0,12.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,14.0,3.0,0.0,1.0,10.0,0.0,49.0
qdvdauthor.csv,1.0,2.0,1.0,3.0,16.0,29.0,5.0,8.0,0.0,0.0,7.0,2.0,16.0,3.0,0.0,1.0,1.0,0.0,49.0
qse.csv,1.0,1.0,1.0,1.0,8.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,27.0
sauerbraten.csv,2.0,4.0,0.0,3.0,14.0,1.0,6.0,6.0,0.0,0.0,7.0,1.0,22.0,3.0,0.0,1.0,1.0,0.0,31.0
toped.csv,5.0,4.0,1.0,3.0,12.0,1.0,5.0,4.0,0.0,0.0,7.0,1.0,24.0,2.0,0.0,1.0,2.0,0.0,25.0
truevision.csv,3.0,2.0,1.0,0.0,11.0,13.0,2.0,3.0,0.0,0.0,0.0,2.0,7.0,1.0,7.0,0.0,2.0,0.0,21.0
zoolib.csv,1.0,0.0,1.0,1.0,6.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,2.0,0.0,15.0
