,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.3,0.71,0.59,0.06,0.13,0.28,0.22,0.37,0.23,0.32,0.3,0.13,0.68,0.2,0.18,0.13,0.74,0.06,0.63
delphilhlplib.csv,0.56,0.45,0.81,0.38,0.78,0.55,0.17,0.58,0.58,0.42,0.49,0.42,0.64,0.35,0.34,0.5,0.82,0.19,0.77
exordium.csv,0.5,0.74,0.57,0.32,0.85,0.63,0.23,0.46,0.61,0.44,0.11,0.44,0.74,0.37,0.34,0.45,0.29,0.23,0.85
fltk.csv,0.69,0.32,0.44,0.7,0.72,0.58,0.61,0.56,0.62,0.58,0.78,0.42,0.19,0.6,0.61,0.62,0.61,0.42,0.82
genoviz.csv,0.27,0.06,0.51,0.1,0.25,0.43,0.07,0.13,0.15,0.13,0.07,0.13,0.0,0.11,0.24,0.12,0.27,0.18,0.98
gzigzag.csv,0.69,0.3,0.29,0.26,0.37,0.57,0.17,0.3,0.64,0.31,0.56,0.61,0.16,0.31,0.35,0.24,0.15,0.16,0.61
irrlicht.csv,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
kmess.csv,0.16,0.0,0.02,0.64,0.62,0.25,0.09,0.46,0.75,0.46,0.04,0.63,0.07,0.4,0.59,0.68,0.1,0.0,0.0
moast.csv,0.18,0.0,0.28,0.42,0.41,0.34,0.41,0.29,0.0,0.31,0.0,0.29,0.12,0.49,0.21,0.0,0.96,0.0,0.61
mptvseries.csv,0.75,0.37,0.05,0.64,0.61,0.39,0.05,0.69,0.62,0.31,0.83,0.39,0.12,0.4,0.49,0.49,0.0,0.25,0.75
nativeclient.csv,0.57,0.65,0.24,0.55,0.58,0.6,0.4,0.69,0.66,0.52,0.73,0.74,0.71,0.63,0.57,0.63,0.36,0.66,0.61
openfrag.csv,0.61,0.48,0.49,0.67,0.76,0.61,0.42,0.7,0.8,0.66,0.71,0.54,0.34,0.73,0.56,0.58,0.44,0.38,0.49
phet.csv,0.04,0.6,0.34,0.09,0.19,0.41,0.61,0.36,0.18,0.4,0.07,0.27,0.29,0.25,0.36,0.36,0.02,0.44,0.0
qdvdauthor.csv,0.45,0.34,0.31,0.39,0.54,0.43,0.6,0.68,0.63,0.5,0.0,0.39,0.22,0.59,0.74,0.61,0.83,0.38,0.0
qse.csv,0.58,0.43,0.52,0.6,0.78,0.53,0.52,0.66,0.57,0.54,0.79,0.66,0.61,0.43,0.56,0.56,0.36,0.41,0.43
sauerbraten.csv,0.75,0.09,0.51,0.0,0.21,0.6,0.46,0.0,0.0,0.0,0.0,0.17,0.43,0.0,0.0,0.0,0.77,0.0,0.19
toped.csv,0.54,0.42,0.36,0.5,0.53,0.32,0.34,0.71,0.8,0.53,0.37,0.35,0.53,0.63,0.68,0.54,0.77,0.61,0.33
truevision.csv,0.65,0.07,0.65,0.66,0.63,0.51,0.43,0.6,0.64,0.58,0.17,0.75,0.77,0.59,0.55,0.57,0.13,0.24,0.64
zoolib.csv,0.71,0.16,0.6,0.52,0.66,0.6,0.17,0.52,0.62,0.49,0.2,0.51,0.7,0.27,0.44,0.55,0.13,0.12,0.6
