,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.17,0.72,0.28,0.68,0.24,0.29,0.38,0.1,0.38,0.1,0.07,0.59,0.0
ftm.csv,0.35,0.24,0.57,0.62,0.44,0.34,0.59,0.35,0.07,0.16,0.27,0.69,0.43
google-web-toolkit.csv,0.65,0.17,0.65,0.16,0.4,0.66,0.54,0.65,0.14,0.35,0.36,0.59,0.82
gzigzag.csv,0.67,0.01,0.48,0.22,0.24,0.35,0.25,0.15,0.33,0.13,0.13,0.3,0.54
illumination.csv,0.04,0.0,0.44,0.0,0.0,0.0,0.0,0.06,0.83,0.0,0.02,0.0,0.0
jcache.csv,0.45,0.65,0.53,0.55,0.47,0.59,0.52,0.57,0.55,0.71,0.56,0.38,0.9
moast.csv,0.16,0.0,0.34,0.12,0.51,0.43,0.44,0.18,0.43,0.97,0.0,0.13,0.43
nativeclient.csv,0.68,0.67,0.59,0.73,0.64,0.56,0.67,0.57,0.47,0.36,0.67,0.67,0.81
ns-3-dev-def-routing.csv,0.77,0.24,0.56,0.7,0.4,0.48,0.58,0.49,0.07,0.73,0.57,0.59,0.63
openfrag.csv,0.5,0.57,0.59,0.36,0.74,0.62,0.68,0.58,0.5,0.43,0.4,0.27,0.27
qdvdauthor.csv,0.42,0.43,0.47,0.36,0.58,0.38,0.58,0.76,0.27,0.8,0.39,0.6,0.25
sauerbraten.csv,0.78,0.52,0.61,0.36,0.46,0.59,0.35,0.21,0.59,0.73,0.21,0.27,0.09
zoolib.csv,0.72,0.24,0.59,0.7,0.37,0.49,0.61,0.45,0.27,0.45,0.19,0.64,0.55
