,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.65,0.6,0.68,1.0,0.79,0.74,0.0,0.68,0.65,0.9,1.05,0.66,0.65,0.73,0.8,0.64,1.0,0.82
ardour.csv,0.6,0.5,0.66,0.89,0.72,0.58,0.83,0.03,0.71,0.42,0.43,0.63,0.48,0.63,0.84,0.47,0.97,0.62
bacnet.csv,0.64,0.6,0.54,0.08,0.78,0.61,0.72,0.53,0.66,0.71,0.58,0.69,0.75,0.74,0.75,0.5,0.54,0.86
cortex-vfx.csv,0.6,0.52,0.71,0.78,0.68,0.45,0.92,0.66,0.74,0.58,0.76,0.63,0.61,0.01,0.51,0.44,0.81,0.76
enzo.csv,0.68,0.73,0.79,0.68,0.89,0.8,0.7,0.82,0.74,0.04,0.81,0.76,0.58,0.84,1.01,0.82,0.71,0.89
growl-for-windows.csv,0.44,0.47,0.46,0.78,0.45,0.56,0.58,0.57,0.58,0.54,0.53,0.67,0.6,0.55,0.0,0.39,0.62,0.65
heekscad.csv,0.01,0.51,0.55,0.77,0.61,0.55,0.56,0.56,0.51,0.84,0.49,0.6,0.45,0.66,0.76,0.53,0.95,0.55
minig.csv,0.41,0.47,0.55,0.66,0.02,0.59,0.51,0.68,0.75,0.57,0.62,0.66,0.62,0.72,0.6,0.37,0.56,0.48
multitude.csv,0.72,0.48,0.5,0.71,0.61,0.56,0.54,0.65,0.06,0.55,0.73,0.62,0.46,0.71,0.7,0.58,0.49,0.64
natpad.csv,0.7,0.61,0.59,0.75,0.68,0.62,0.69,0.55,0.62,0.7,0.5,0.64,0.45,0.64,0.6,0.42,0.03,0.62
open-ms.csv,0.79,0.63,0.77,0.87,0.89,0.73,0.96,0.77,0.85,0.98,0.93,0.13,0.68,0.73,0.71,0.56,0.86,0.83
planeshift.csv,0.67,0.64,0.01,0.86,0.76,0.56,0.68,0.8,0.61,0.8,0.64,0.68,0.64,0.65,0.8,0.47,0.63,0.82
rocrail.csv,0.74,0.88,0.79,0.9,0.85,0.76,0.85,0.65,0.86,0.94,0.79,0.83,0.69,0.88,0.92,0.05,0.62,0.89
salasaga.csv,1.0,0.91,0.95,0.99,0.79,0.88,0.93,0.85,0.96,0.92,0.04,0.87,0.94,0.75,0.95,0.91,0.93,0.99
xcsoar.csv,0.4,0.07,0.47,0.54,0.5,0.6,0.65,0.54,0.56,0.58,0.5,0.59,0.45,0.52,0.4,0.34,0.53,0.76
xemeiah.csv,0.48,0.41,0.49,0.74,0.72,0.04,0.72,0.45,0.65,0.5,0.62,0.59,0.53,0.67,0.82,0.36,0.46,0.49
xmoto.csv,0.62,0.42,0.51,0.81,0.68,0.5,0.71,0.58,0.67,0.43,0.94,0.65,0.06,0.67,0.62,0.45,0.99,0.57
zxing.csv,0.43,0.79,0.6,1.0,0.73,0.74,0.62,0.7,0.58,0.74,1.0,0.73,0.53,0.59,0.9,0.66,1.0,0.06
