,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.61,0.51,0.58,0.0,0.31,0.4,1.0,0.56,0.49,0.18,0.0,0.32,0.48,0.29,0.38,0.34,0.0,0.41
ardour.csv,0.56,0.6,0.59,0.51,0.4,0.55,0.27,0.98,0.42,0.75,0.4,0.34,0.63,0.35,0.35,0.49,0.56,0.56
bacnet.csv,0.55,0.51,0.66,0.96,0.31,0.52,0.43,0.62,0.48,0.45,0.34,0.31,0.38,0.29,0.42,0.44,0.55,0.36
cortex-vfx.csv,0.56,0.6,0.46,0.3,0.42,0.66,0.16,0.5,0.39,0.61,0.26,0.34,0.52,0.99,0.64,0.5,0.35,0.39
enzo.csv,0.8,0.6,0.82,0.51,0.53,0.57,0.69,0.72,0.68,0.99,0.27,0.34,0.65,0.33,0.61,0.4,0.57,0.82
growl-for-windows.csv,0.75,0.63,0.75,0.3,0.61,0.56,0.57,0.67,0.56,0.65,0.41,0.34,0.54,0.41,1.0,0.54,0.49,0.77
heekscad.csv,0.99,0.68,0.71,0.35,0.48,0.66,0.65,0.71,0.64,0.28,0.37,0.36,0.66,0.37,0.4,0.46,0.09,0.73
minig.csv,0.73,0.63,0.76,0.53,0.99,0.53,0.63,0.65,0.4,0.66,0.31,0.32,0.5,0.29,0.76,0.55,0.64,0.73
multitude.csv,0.7,0.63,0.7,0.4,0.53,0.57,0.62,0.71,0.96,0.64,0.25,0.34,0.64,0.35,0.52,0.45,0.63,0.56
natpad.csv,0.71,0.56,0.61,0.33,0.47,0.59,0.45,0.68,0.52,0.67,0.39,0.33,0.66,0.35,0.57,0.52,0.98,0.55
open-ms.csv,0.33,0.48,0.66,0.23,0.21,0.43,0.12,0.36,0.24,0.18,0.11,0.93,0.45,0.31,0.66,0.41,0.34,0.52
planeshift.csv,0.64,0.64,1.0,0.5,0.33,0.64,0.53,0.69,0.54,0.77,0.29,0.3,0.63,0.36,0.38,0.47,0.62,0.33
rocrail.csv,0.4,0.22,0.34,0.17,0.25,0.36,0.26,0.5,0.24,0.11,0.27,0.26,0.46,0.18,0.15,0.95,0.49,0.19
salasaga.csv,0.62,0.54,0.78,0.42,0.53,0.56,0.63,0.59,0.59,0.76,0.98,0.31,0.52,0.31,0.77,0.36,0.44,0.7
xcsoar.csv,0.73,0.95,0.71,0.52,0.57,0.52,0.48,0.67,0.58,0.59,0.35,0.36,0.66,0.43,0.75,0.59,0.6,0.44
xemeiah.csv,0.67,0.68,0.69,0.34,0.39,0.98,0.42,0.69,0.51,0.66,0.39,0.38,0.58,0.35,0.3,0.57,0.62,0.72
xmoto.csv,0.75,0.67,0.76,0.47,0.42,0.62,0.42,0.7,0.5,0.73,0.26,0.33,0.97,0.33,0.58,0.52,0.55,0.75
zxing.csv,0.79,0.6,0.6,0.0,0.46,0.61,0.56,0.65,0.69,0.82,0.0,0.36,0.62,0.41,0.22,0.41,0.0,0.99
