,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.49,0.27,0.41,0.0,0.37,0.37,0.0,0.51,0.25,0.04,0.31,0.29,0.34,0.53,0.33,0.45,0.0,0.41
ardour.csv,0.17,0.23,0.39,0.89,0.08,0.17,0.17,0.01,0.1,0.2,0.35,0.31,0.18,0.34,0.39,0.22,0.97,0.18
bacnet.csv,0.36,0.31,0.28,0.0,0.18,0.31,0.29,0.3,0.19,0.16,0.23,0.25,0.07,0.57,0.28,0.39,0.23,0.41
cortex-vfx.csv,0.21,0.34,0.2,0.32,0.18,0.29,0.23,0.31,0.17,0.2,0.12,0.31,0.34,0.0,0.11,0.25,0.52,0.12
enzo.csv,0.68,0.7,0.78,0.64,0.89,0.76,0.69,0.82,0.73,0.04,0.8,0.73,0.55,0.82,0.94,0.82,0.69,0.88
growl-for-windows.csv,0.34,0.28,0.3,0.18,0.32,0.23,0.34,0.48,0.29,0.2,0.17,0.57,0.41,0.31,0.0,0.36,0.14,0.59
heekscad.csv,0.0,0.48,0.39,0.07,0.27,0.5,0.46,0.51,0.34,0.08,0.45,0.45,0.3,0.61,0.22,0.51,0.02,0.41
minig.csv,0.21,0.2,0.46,0.62,0.0,0.27,0.29,0.62,0.32,0.32,0.58,0.46,0.27,0.45,0.56,0.32,0.55,0.29
multitude.csv,0.68,0.32,0.28,0.5,0.53,0.33,0.37,0.62,0.02,0.2,0.64,0.45,0.25,0.65,0.39,0.57,0.42,0.29
natpad.csv,0.66,0.48,0.28,0.31,0.56,0.54,0.2,0.46,0.2,0.56,0.25,0.39,0.3,0.27,0.22,0.4,0.02,0.0
open-ms.csv,0.06,0.27,0.65,0.42,0.38,0.45,0.26,0.15,0.12,0.4,0.04,0.0,0.34,0.16,0.61,0.26,0.61,0.59
planeshift.csv,0.55,0.62,0.0,0.85,0.19,0.5,0.49,0.79,0.32,0.76,0.55,0.34,0.61,0.54,0.33,0.3,0.61,0.24
rocrail.csv,0.04,0.03,0.07,0.07,0.04,0.06,0.09,0.08,0.02,0.0,0.07,0.04,0.02,0.05,0.06,0.01,0.14,0.0
salasaga.csv,0.96,0.89,0.93,0.96,0.77,0.85,0.91,0.79,0.93,0.88,0.0,0.84,0.91,0.65,0.94,0.91,0.86,0.94
xcsoar.csv,0.17,0.01,0.24,0.36,0.22,0.19,0.17,0.44,0.14,0.12,0.36,0.39,0.16,0.32,0.22,0.32,0.45,0.29
xemeiah.csv,0.21,0.2,0.22,0.27,0.1,0.0,0.11,0.27,0.05,0.04,0.11,0.24,0.18,0.2,0.17,0.35,0.27,0.29
xmoto.csv,0.6,0.2,0.41,0.77,0.41,0.29,0.2,0.54,0.41,0.16,0.94,0.51,0.0,0.46,0.33,0.44,0.98,0.47
zxing.csv,0.38,0.77,0.26,0.0,0.63,0.72,0.4,0.65,0.54,0.72,0.0,0.71,0.41,0.55,0.28,0.65,0.0,0.06
