,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.52,0.6,0.5,0.0,0.7,0.51,0.5,0.45,0.61,0.91,0.98,0.64,0.52,0.49,0.69,0.5,0.0,0.7
ardour.csv,0.61,0.47,0.52,0.38,0.89,0.7,0.77,0.45,0.68,0.39,0.45,0.59,0.46,0.57,0.56,0.52,0.45,0.46
bacnet.csv,0.6,0.57,0.45,0.66,0.88,0.5,0.74,0.51,0.69,0.74,0.78,0.69,0.92,0.59,0.56,0.48,0.49,0.71
cortex-vfx.csv,0.66,0.59,0.73,0.94,0.7,0.64,0.92,0.56,0.89,0.48,0.96,0.64,0.64,0.87,0.85,0.5,0.82,0.69
enzo.csv,0.43,0.37,0.33,0.38,0.33,0.39,0.39,0.35,0.38,0.38,0.5,0.38,0.42,0.42,0.33,0.41,0.39,0.3
growl-for-windows.csv,0.42,0.42,0.38,0.73,0.46,0.49,0.5,0.4,0.53,0.43,0.51,0.45,0.47,0.45,0.56,0.33,0.54,0.45
heekscad.csv,0.43,0.35,0.38,0.93,0.57,0.45,0.4,0.38,0.43,0.95,0.41,0.47,0.46,0.41,0.57,0.38,0.67,0.35
minig.csv,0.4,0.43,0.35,0.38,0.58,0.45,0.5,0.38,0.53,0.39,0.47,0.49,0.43,0.52,0.47,0.34,0.39,0.38
multitude.csv,0.47,0.44,0.4,0.57,0.38,0.43,0.42,0.41,0.5,0.51,0.52,0.48,0.42,0.47,0.45,0.39,0.41,0.48
natpad.csv,0.51,0.57,0.5,0.8,0.51,0.59,0.65,0.47,0.69,0.53,0.69,0.57,0.62,0.66,0.9,0.57,0.53,0.76
open-ms.csv,0.95,0.77,0.48,0.85,0.77,0.81,0.92,0.88,0.94,0.95,0.88,0.92,0.83,0.98,0.62,0.75,0.77,0.7
planeshift.csv,0.54,0.38,0.38,0.37,0.78,0.44,0.59,0.4,0.64,0.48,0.44,0.73,0.48,0.52,0.62,0.47,0.39,0.69
rocrail.csv,0.68,0.89,0.85,0.89,0.9,0.76,0.89,0.65,0.9,0.83,0.94,0.96,0.67,0.95,0.75,0.64,0.54,0.83
salasaga.csv,0.57,0.45,0.4,0.43,0.41,0.53,0.45,0.49,0.5,0.54,0.89,0.47,0.52,0.55,0.44,0.46,0.55,0.47
xcsoar.csv,0.37,0.47,0.37,0.46,0.5,0.48,0.55,0.36,0.5,0.47,0.42,0.44,0.46,0.5,0.64,0.35,0.35,0.5
xemeiah.csv,0.41,0.44,0.37,0.59,0.9,0.58,0.6,0.41,0.69,0.48,0.62,0.6,0.5,0.58,0.7,0.4,0.36,0.41
xmoto.csv,0.49,0.45,0.37,0.47,0.53,0.44,0.58,0.42,0.61,0.42,0.54,0.53,0.56,0.51,0.48,0.4,0.45,0.41
zxing.csv,0.42,0.4,0.5,0.0,0.42,0.47,0.5,0.42,0.41,0.44,0.0,0.42,0.48,0.43,0.9,0.44,0.0,0.4
