,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.0,108.0,69.0,281.0,1.0,2.0,0.0,0.0,0.0,0.0,95.0,260.0,0.0,52.0
jicarilla.csv,72.0,3.0,1.0,281.0,6.0,2.0,1.0,3.0,71.0,1.0,95.0,260.0,0.0,6.0
jmule.csv,32.0,5.0,6.0,20.0,0.0,0.0,2.0,4.0,3.0,1.0,1.0,0.0,5.0,0.0
micomt.csv,45.0,4.0,4.0,19.0,11.0,1.0,1.0,9.0,1.0,3.0,0.0,75.0,1.0,7.0
migen.csv,10.0,4.0,0.0,20.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,6.0,1.0
mvnforum.csv,72.0,5.0,2.0,42.0,1.0,104.0,0.0,8.0,3.0,3.0,1.0,0.0,2.0,52.0
ng4j.csv,5.0,2.0,0.0,9.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,1.0
open-data-kit.csv,18.0,1.0,2.0,66.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,18.0,8.0,1.0
opennms.csv,72.0,1.0,69.0,16.0,0.0,0.0,3.0,7.0,71.0,2.0,1.0,260.0,1.0,3.0
ossim.csv,72.0,0.0,69.0,0.0,0.0,0.0,61.0,0.0,71.0,0.0,95.0,260.0,78.0,0.0
plplot.csv,15.0,7.0,0.0,36.0,2.0,6.0,0.0,0.0,8.0,1.0,1.0,33.0,0.0,4.0
qedo.csv,72.0,108.0,1.0,281.0,3.0,0.0,0.0,77.0,71.0,1.0,0.0,0.0,78.0,52.0
tradelink.csv,72.0,0.0,69.0,34.0,0.0,2.0,2.0,77.0,2.0,1.0,0.0,0.0,1.0,52.0
wgs-assembler.csv,0.0,0.0,69.0,12.0,1.0,4.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0
