,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,1.0,0.0,0.0,0.0,0.29,0.07,0.17,0.1,0.08,0.11,0.0,0.0,0.05,0.0
jicarilla.csv,0.0,0.15,1.0,0.0,0.18,0.25,0.11,0.1,0.0,0.05,0.0,0.0,0.05,0.21
jmule.csv,1.0,0.74,0.12,0.69,0.71,0.57,0.56,0.57,1.0,0.83,0.84,0.41,0.85,0.96
micomt.csv,1.0,0.9,0.85,0.94,0.71,0.79,0.72,0.52,1.0,0.57,0.63,0.55,0.5,0.71
migen.csv,1.0,0.31,0.21,0.44,0.97,0.29,0.11,0.33,0.46,0.41,0.11,0.23,0.35,0.21
mvnforum.csv,0.0,0.08,0.12,0.06,0.29,0.0,1.0,0.33,0.38,0.39,0.32,0.18,0.15,0.0
ng4j.csv,0.5,0.67,0.03,0.94,0.41,0.61,0.83,0.48,0.77,0.68,0.63,0.41,1.0,0.5
open-data-kit.csv,0.5,0.67,0.09,0.75,0.53,0.54,0.67,0.29,1.0,0.97,0.79,0.59,0.65,0.62
opennms.csv,0.0,0.51,0.0,0.44,0.12,0.93,0.28,0.33,0.0,0.2,0.11,0.0,0.1,0.71
ossim.csv,0.0,0.08,0.0,0.94,0.06,0.04,0.0,0.05,0.0,0.08,0.0,0.0,0.0,0.04
plplot.csv,0.5,0.97,0.12,0.44,0.71,0.57,0.78,0.9,0.31,0.59,0.68,0.23,0.5,0.83
qedo.csv,0.0,0.0,0.12,0.0,0.03,0.07,0.06,0.0,0.0,0.03,0.05,0.86,0.0,0.0
tradelink.csv,0.0,0.13,0.0,0.06,0.18,0.04,0.17,0.0,0.31,0.07,0.95,0.09,0.05,0.0
wgs-assembler.csv,0.5,0.87,0.0,0.62,0.12,0.11,0.06,0.24,0.38,0.14,0.42,0.05,0.25,0.08
