,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,1.0,0.0,0.0,0.0,0.42,0.11,0.24,0.17,0.14,0.19,0.0,0.0,0.1,0.0
jicarilla.csv,0.0,0.19,0.97,0.0,0.23,0.25,0.17,0.1,0.0,0.09,0.0,0.0,0.05,0.22
jmule.csv,0.08,0.52,0.15,0.13,0.62,0.35,0.39,0.45,0.31,0.78,0.4,0.11,0.56,0.98
micomt.csv,0.07,0.56,0.63,0.17,0.57,0.45,0.39,0.37,0.93,0.59,0.28,0.1,0.29,0.52
migen.csv,0.19,0.36,0.28,0.14,0.99,0.29,0.17,0.37,0.33,0.53,0.15,0.06,0.37,0.31
mvnforum.csv,0.0,0.12,0.19,0.03,0.41,0.0,0.97,0.32,0.36,0.5,0.29,0.12,0.21,0.0
ng4j.csv,0.12,0.52,0.05,0.17,0.46,0.42,0.49,0.44,0.5,0.71,0.35,0.12,0.98,0.6
open-data-kit.csv,0.07,0.54,0.12,0.14,0.5,0.33,0.52,0.3,0.33,0.99,0.4,0.14,0.46,0.64
opennms.csv,0.0,0.44,0.0,0.14,0.2,0.95,0.36,0.35,0.0,0.29,0.12,0.0,0.15,0.55
ossim.csv,0.0,0.14,0.0,0.97,0.11,0.07,0.0,0.09,0.0,0.15,0.0,0.0,0.0,0.08
plplot.csv,0.07,0.52,0.17,0.08,0.61,0.36,0.49,0.95,0.2,0.68,0.39,0.06,0.36,0.63
qedo.csv,0.0,0.0,0.21,0.0,0.05,0.13,0.1,0.0,0.0,0.05,0.09,0.93,0.0,0.0
tradelink.csv,0.0,0.21,0.0,0.04,0.29,0.06,0.25,0.0,0.28,0.12,0.97,0.04,0.09,0.0
wgs-assembler.csv,0.33,0.93,0.0,0.19,0.19,0.14,0.08,0.27,0.37,0.25,0.48,0.02,0.31,0.14
