,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.93,0.42,0.94,0.48,0.74,0.94,0.54,0.91,0.67,0.72,0.62,0.39
delphilhlplib.csv,0.42,0.73,0.52,0.62,0.5,0.94,0.78,0.75,0.75,0.72,0.58,0.8
factor.csv,0.0,0.56,0.74,0.92,0.88,0.83,0.6,0.67,0.46,0.46,0.49,0.69
fceugc.csv,0.39,0.61,0.72,0.5,0.64,0.76,0.66,0.56,0.92,0.86,0.44,0.0
fltk.csv,0.59,0.53,0.59,0.62,0.76,0.95,0.43,0.9,0.45,0.67,0.5,0.7
jstock.csv,0.39,0.62,0.64,0.67,0.88,0.43,0.57,0.52,0.5,0.81,0.5,0.76
lportal.csv,0.67,0.94,0.8,0.0,0.67,0.0,0.75,0.0,0.75,0.0,0.0,0.9
natpad.csv,0.38,0.41,0.38,0.35,0.49,0.52,0.39,0.47,0.44,0.34,0.48,0.4
ogre.csv,0.51,0.55,0.53,0.46,0.41,0.45,0.55,0.33,0.49,0.4,0.66,0.5
phet.csv,0.8,0.96,0.85,0.54,0.47,0.47,0.97,0.38,0.63,0.92,0.56,0.88
sandiaportals.csv,0.44,0.51,0.55,0.63,0.76,0.97,0.42,0.9,0.45,0.64,0.51,0.44
sumatrapdf.csv,0.39,0.43,0.38,0.4,0.58,0.44,0.38,0.39,0.4,0.33,0.42,0.39
