,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.18,0.22,0.07,0.23,0.21,0.18,0.07,0.15,0.0,0.11,1.0,0.25
echongl.csv,0.09,0.35,0.1,0.38,0.3,0.49,1.0,0.19,0.46,0.51,0.0,0.3
hazelcast.csv,0.97,1.0,0.73,0.92,0.61,0.93,0.98,1.0,0.96,0.87,0.88,0.82
japano.csv,0.94,0.95,0.83,0.94,1.0,0.96,0.88,0.96,1.0,0.85,1.0,0.98
jmol.csv,0.7,0.6,0.27,0.68,0.54,1.0,0.52,0.59,0.5,0.65,0.75,0.62
mobicents.csv,0.67,0.47,0.22,1.0,0.57,0.51,0.66,0.56,0.21,0.51,1.0,0.5
nunit.csv,0.91,0.85,0.76,0.38,0.68,0.39,0.13,0.41,0.0,0.28,0.62,0.98
openefm.csv,1.0,0.78,0.76,0.52,0.26,0.36,0.21,0.78,0.21,0.72,0.5,0.45
snakeyaml.csv,0.76,0.62,0.85,0.7,0.66,0.55,0.78,1.0,0.68,0.76,0.75,0.78
trackit.csv,0.52,0.51,1.0,0.45,0.34,0.22,0.73,0.19,0.64,0.57,0.0,0.5
unicase.csv,0.79,0.82,0.73,0.87,0.81,0.88,0.94,0.37,0.32,1.0,0.75,0.72
wheat.csv,0.42,0.42,0.29,0.34,0.37,0.12,0.58,0.26,1.0,0.32,0.38,0.45
