,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.89,0.81,0.8,0.99,0.96,0.85,0.86,0.75,0.0,0.98,0.88,0.96
echongl.csv,0.92,0.71,0.75,0.8,0.71,0.6,0.36,0.89,0.58,0.52,0.72,0.51
hazelcast.csv,0.35,0.35,0.36,0.34,0.33,0.31,0.29,0.37,0.35,0.34,0.37,0.31
japano.csv,0.38,0.42,0.44,0.38,0.49,0.34,0.32,0.42,0.35,0.44,0.38,0.37
jmol.csv,0.52,0.4,0.44,0.4,0.44,0.38,0.43,0.45,0.45,0.38,0.38,0.41
mobicents.csv,0.44,0.6,0.92,0.52,0.49,0.52,0.39,0.71,0.9,0.5,0.38,0.58
nunit.csv,0.41,0.46,0.49,0.68,0.68,0.6,0.96,0.93,0.8,0.75,0.56,0.9
openefm.csv,0.62,0.49,0.47,0.52,0.67,0.62,0.79,0.44,0.91,0.45,0.62,0.71
snakeyaml.csv,0.44,0.57,0.48,0.5,0.7,0.5,0.4,0.96,0.49,0.49,0.53,0.44
trackit.csv,0.5,0.59,0.54,0.57,0.64,0.81,0.42,0.91,0.5,0.51,0.86,0.5
unicase.csv,0.43,0.43,0.45,0.4,0.52,0.36,0.31,0.6,0.7,0.44,0.4,0.5
wheat.csv,0.47,0.6,0.85,0.64,0.58,0.93,0.4,0.88,0.5,0.72,0.87,0.5
